loan_id,loan_type,current_balance,credit_limit,EAD
5101,term,18558.41,,18558.41
5102,term,6611.93,,6611.93
5103,term,2623.64,,2623.64
5104,term,10786.02,,10786.02
5105,term,19016.62,,19016.62
5106,term,8578.21,,8578.21
5107,revolving,1608.63,3259.32,2433.98
5108,term,3117.7,,3117.7
5109,term,33553.31,,33553.31
5110,term,15151.55,,15151.55
5111,term,21870.07,,21870.07
5112,term,4069.6,,4069.6
5113,term,12200.61,,12200.61
5114,term,1616.11,,1616.11
5115,term,1467.3,,1467.3
5116,term,1074.75,,1074.75
5117,revolving,23509.55,44701.12,34105.34
5118,term,5778.19,,5778.19
5119,term,4743.79,,4743.79
5120,revolving,2518.14,4245.54,3381.84
5121,revolving,5895.17,17507.25,11701.21
5122,term,5061.18,,5061.18
5123,revolving,8803.46,14558.51,11680.98
5124,term,7698.54,,7698.54
5125,revolving,14617.99,38949.58,26783.79
5126,term,31090.58,,31090.58
5127,revolving,7609.96,15696.46,11653.21
5128,term,4503.23,,4503.23
5129,term,8013.81,,8013.81
5130,revolving,4291.98,9529.41,6910.7
5131,revolving,6413.28,16127.38,11270.33
5132,term,30483.64,,30483.64
5133,term,1277.73,,1277.73
5134,term,5260.77,,5260.77
5135,revolving,3316.25,7954.22,5635.24
5136,term,21000.94,,21000.94
5137,term,3261.2,,3261.2
5138,revolving,3096.15,5582.42,4339.28
5139,term,450.7,,450.7
5140,revolving,1624.0,4062.89,2843.44
5141,revolving,2561.54,4458.55,3510.04
5142,term,11668.24,,11668.24
5143,term,7060.75,,7060.75
5144,term,838.13,,838.13
5145,term,31343.85,,31343.85
5146,term,9103.47,,9103.47
5147,term,15600.64,,15600.64
5148,revolving,886.01,1597.93,1241.97
5149,term,8362.29,,8362.29
5150,term,12528.26,,12528.26
5151,term,939.72,,939.72
5152,term,17401.95,,17401.95
5153,revolving,9662.46,16087.53,12875.0
5154,term,1920.53,,1920.53
5155,term,5768.96,,5768.96
5156,term,22931.03,,22931.03
5157,term,30226.7,,30226.7
5158,revolving,6358.93,10640.77,8499.85
5159,revolving,20027.72,50859.34,35443.53
5160,term,7575.67,,7575.67
5161,revolving,6284.68,12766.94,9525.81
5162,term,8499.85,,8499.85
5163,term,7669.46,,7669.46
5164,revolving,6523.56,13039.91,9781.74
5165,term,15033.46,,15033.46
5166,revolving,930.73,2555.5,1743.12
5167,revolving,3876.15,9735.81,6805.98
5168,revolving,6845.68,20330.69,13588.18
5169,term,27305.5,,27305.5
5170,term,14610.83,,14610.83
5171,revolving,3288.33,5984.99,4636.66
5172,term,1923.17,,1923.17
5173,term,2066.46,,2066.46
5174,term,731.4,,731.4
5175,term,7279.26,,7279.26
5176,revolving,1692.74,3061.64,2377.19
5177,term,7149.27,,7149.27
5178,term,3967.63,,3967.63
5179,term,11152.56,,11152.56
5180,revolving,526.14,1187.58,856.86
5181,revolving,22770.53,54201.33,38485.93
5182,term,16811.84,,16811.84
5183,term,6337.03,,6337.03
5184,term,13242.49,,13242.49
5185,term,12519.96,,12519.96
5186,term,5572.1,,5572.1
5187,term,3507.31,,3507.31
5188,term,3160.2,,3160.2
5189,revolving,1621.36,4037.22,2829.29
5190,term,13241.38,,13241.38
5191,term,12030.97,,12030.97
5192,revolving,17255.85,47542.75,32399.3
5193,term,4856.34,,4856.34
5194,revolving,5670.69,16441.21,11055.95
5195,term,1947.43,,1947.43
5196,term,1780.75,,1780.75
5197,term,719.79,,719.79
5198,term,4079.87,,4079.87
5199,term,12815.31,,12815.31
5200,revolving,3109.29,4926.48,4017.88
5201,revolving,3134.02,8566.28,5850.15
5202,term,13238.61,,13238.61
5203,revolving,8600.82,15367.72,11984.27
5204,term,6697.21,,6697.21
5205,revolving,10886.43,19591.32,15238.88
5206,revolving,436.91,690.08,563.5
5207,term,10146.54,,10146.54
5208,term,2301.9,,2301.9
5209,term,2914.57,,2914.57
5210,revolving,12709.55,20304.85,16507.2
5211,term,7885.2,,7885.2
5212,term,25785.62,,25785.62
5213,term,11355.68,,11355.68
5214,term,13621.97,,13621.97
5215,term,11921.39,,11921.39
5216,revolving,21141.88,42616.33,31879.11
5217,revolving,13403.88,22219.31,17811.6
5218,term,924.82,,924.82
5219,revolving,7507.76,19875.27,13691.52
5220,term,4076.69,,4076.69
5221,term,2392.49,,2392.49
5222,term,9437.94,,9437.94
5223,term,1107.33,,1107.33
5224,revolving,4484.18,12787.87,8636.03
5225,term,33744.76,,33744.76
5226,term,1023.23,,1023.23
5227,term,3014.95,,3014.95
5228,term,20347.7,,20347.7
5229,revolving,1080.99,2051.85,1566.42
5230,revolving,3354.64,6662.29,5008.46
5231,revolving,11860.65,19401.3,15630.97
5232,term,14045.25,,14045.25
5233,term,9903.2,,9903.2
5234,term,24028.71,,24028.71
5235,term,19866.56,,19866.56
5236,revolving,5593.56,13562.06,9577.81
5237,term,20239.85,,20239.85
5238,term,6365.07,,6365.07
5239,term,18840.62,,18840.62
5240,revolving,1739.69,2750.77,2245.23
5241,term,15631.29,,15631.29
5242,term,14312.17,,14312.17
5243,term,1083.62,,1083.62
5244,revolving,12527.96,25607.8,19067.88
5245,revolving,4179.35,10295.92,7237.64
5246,term,3612.78,,3612.78
5247,term,432.38,,432.38
5248,term,9899.55,,9899.55
5249,term,2511.01,,2511.01
5250,revolving,1498.61,3659.41,2579.01
5251,revolving,11527.96,28495.21,20011.58
5252,term,3333.64,,3333.64
5253,term,1490.38,,1490.38
5254,revolving,30460.5,50581.23,40520.87
5255,term,13030.52,,13030.52
5256,term,6279.62,,6279.62
5257,term,2785.64,,2785.64
5258,term,710.08,,710.08
5259,revolving,1175.07,2558.6,1866.84
5260,term,887.1,,887.1
5261,term,3451.08,,3451.08
5262,term,4270.74,,4270.74
5263,term,15504.29,,15504.29
5264,revolving,10834.89,17500.57,14167.73
5265,term,6938.37,,6938.37
5266,term,4450.48,,4450.48
5267,term,515.93,,515.93
5268,term,16232.84,,16232.84
5269,term,1631.58,,1631.58
5270,term,923.48,,923.48
5271,revolving,7172.18,11342.95,9257.56
5272,term,100.0,,100.0
5273,revolving,8248.71,17865.02,13056.86
5274,term,2210.7,,2210.7
5275,revolving,11393.98,25317.15,18355.57
5276,term,9720.08,,9720.08
5277,term,8951.41,,8951.41
5278,revolving,7674.73,18017.58,12846.16
5279,term,10583.02,,10583.02
5280,term,4404.46,,4404.46
5281,term,14194.91,,14194.91
5282,term,1170.13,,1170.13
5283,term,6500.04,,6500.04
5284,revolving,3874.76,8510.59,6192.68
5285,term,30522.47,,30522.47
5286,term,2809.73,,2809.73
5287,term,13200.72,,13200.72
5288,term,386.49,,386.49
5289,term,5716.61,,5716.61
5290,term,4491.26,,4491.26
5291,term,7976.72,,7976.72
5292,term,2862.45,,2862.45
5293,term,545.37,,545.37
5294,term,2726.71,,2726.71
5295,revolving,7536.97,19269.41,13403.19
5296,revolving,5239.62,12086.5,8663.06
5297,term,2850.21,,2850.21
5298,term,11264.39,,11264.39
5299,term,1621.24,,1621.24
5300,revolving,6529.27,13541.63,10035.45
5301,term,7968.2,,7968.2
5302,term,3220.41,,3220.41
5303,revolving,17628.57,44217.17,30922.87
5304,revolving,31053.99,89216.42,60135.2
5305,term,2028.23,,2028.23
5306,term,4240.6,,4240.6
5307,term,13381.43,,13381.43
5308,revolving,1271.92,2889.31,2080.61
5309,term,1871.59,,1871.59
5310,revolving,7176.76,18052.75,12614.76
5311,revolving,10175.6,17639.27,13907.44
5312,revolving,22634.83,41538.96,32086.9
5313,term,9845.83,,9845.83
5314,revolving,1709.88,3802.01,2755.94
5315,term,1239.2,,1239.2
5316,revolving,3866.97,7140.87,5503.92
5317,term,414.08,,414.08
5318,revolving,48352.84,85274.9,66813.87
5319,term,12094.35,,12094.35
5320,term,1209.31,,1209.31
5321,revolving,1673.85,4907.74,3290.8
5322,term,8084.52,,8084.52
5323,term,2655.15,,2655.15
5324,term,27976.79,,27976.79
5325,term,1314.03,,1314.03
5326,term,6869.73,,6869.73
5327,revolving,7452.82,20861.79,14157.3
5328,term,10926.18,,10926.18
5329,term,634.34,,634.34
5330,term,20156.89,,20156.89
5331,term,2775.71,,2775.71
5332,revolving,3497.03,7082.12,5289.58
5333,term,12603.51,,12603.51
5334,term,17644.27,,17644.27
5335,term,14296.68,,14296.68
5336,revolving,526.56,816.85,671.7
5337,term,12961.48,,12961.48
5338,revolving,1035.26,2143.84,1589.55
5339,revolving,1388.22,3980.09,2684.16
5340,revolving,6365.01,12138.28,9251.64
5341,revolving,1124.07,1722.04,1423.05
5342,term,244.28,,244.28
5343,term,5214.15,,5214.15
5344,term,2481.45,,2481.45
5345,term,2102.99,,2102.99
5346,term,11097.05,,11097.05
5347,term,12074.86,,12074.86
5348,term,2051.16,,2051.16
5349,term,23182.0,,23182.0
5350,revolving,15068.74,27676.49,21372.62
5351,term,13589.57,,13589.57
5352,term,27117.66,,27117.66
5353,term,5044.26,,5044.26
5354,revolving,21173.61,33394.12,27283.86
5355,term,2759.71,,2759.71
5356,term,7087.52,,7087.52
5357,term,3336.77,,3336.77
5358,term,2856.15,,2856.15
5359,term,8501.04,,8501.04
5360,revolving,6433.87,13484.6,9959.24
5361,term,17544.24,,17544.24
5362,term,15862.33,,15862.33
5363,term,12214.61,,12214.61
5364,term,27599.79,,27599.79
5365,revolving,23409.72,54481.21,38945.46
5366,revolving,772.04,2179.73,1475.88
5367,term,7997.78,,7997.78
5368,term,11010.14,,11010.14
5369,term,6122.64,,6122.64
5370,revolving,20140.93,39620.05,29880.49
5371,term,1624.32,,1624.32
5372,term,12300.69,,12300.69
5373,term,4328.87,,4328.87
5374,term,1588.25,,1588.25
5375,term,572.31,,572.31
5376,revolving,6931.38,10631.77,8781.58
5377,term,2050.05,,2050.05
5378,revolving,973.37,2700.55,1836.96
5379,revolving,19152.44,37505.73,28329.08
5380,term,10185.19,,10185.19
5381,term,5094.18,,5094.18
5382,revolving,2217.44,5278.34,3747.89
5383,term,12777.68,,12777.68
5384,term,8916.15,,8916.15
5385,revolving,1519.44,3310.91,2415.18
5386,term,4737.67,,4737.67
5387,term,1895.6,,1895.6
5388,term,13557.33,,13557.33
5389,revolving,2117.81,3944.27,3031.04
5390,term,8869.02,,8869.02
5391,revolving,8428.12,19529.28,13978.7
5392,term,11513.27,,11513.27
5393,term,18292.66,,18292.66
5394,revolving,26474.47,40264.9,33369.68
5395,revolving,9442.36,18939.77,14191.06
5396,term,10939.49,,10939.49
5397,term,6499.52,,6499.52
5398,term,2903.05,,2903.05
5399,term,372.36,,372.36
5400,term,5922.73,,5922.73
5401,revolving,1259.12,2788.57,2023.84
5402,revolving,4361.47,10008.0,7184.74
5403,revolving,10771.95,27832.38,19302.16
5404,term,6775.63,,6775.63
5405,term,2745.84,,2745.84
5406,term,14956.81,,14956.81
5407,revolving,5740.78,15894.69,10817.74
5408,term,2914.51,,2914.51
5409,term,2926.39,,2926.39
5410,revolving,12340.11,24887.26,18613.68
5411,term,3313.92,,3313.92
5412,term,44630.34,,44630.34
5413,revolving,9491.95,27364.99,18428.47
5414,term,34010.2,,34010.2
5415,revolving,2007.34,4581.26,3294.3
5416,term,4056.5,,4056.5
5417,term,397.39,,397.39
5418,term,38174.78,,38174.78
5419,revolving,42026.88,121012.43,81519.66
5420,revolving,6458.34,11883.75,9171.04
5421,term,10957.37,,10957.37
5422,revolving,6215.41,9764.68,7990.04
5423,term,18785.04,,18785.04
5424,term,19436.35,,19436.35
5425,term,7749.85,,7749.85
5426,revolving,4504.94,13448.45,8976.7
5427,term,22781.77,,22781.77
5428,revolving,11867.97,33669.54,22768.75
5429,term,5526.1,,5526.1
5430,term,612.32,,612.32
5431,term,14260.34,,14260.34
5432,revolving,10973.86,27612.52,19293.19
5433,term,2356.93,,2356.93
5434,term,8528.07,,8528.07
5435,revolving,2000.42,5875.69,3938.06
5436,term,18879.01,,18879.01
5437,term,789.47,,789.47
5438,term,3409.59,,3409.59
5439,revolving,22615.69,67271.48,44943.58
5440,term,14540.45,,14540.45
5441,term,12016.0,,12016.0
5442,term,6591.38,,6591.38
5443,term,2324.79,,2324.79
5444,term,535.18,,535.18
5445,revolving,3243.6,5050.88,4147.24
5446,term,20536.41,,20536.41
5447,term,13868.4,,13868.4
5448,revolving,2625.03,7609.71,5117.37
5449,revolving,1108.54,2952.92,2030.73
5450,term,21512.24,,21512.24
5451,revolving,7524.53,16287.8,11906.16
5452,term,8700.01,,8700.01
5453,revolving,14639.11,30746.24,22692.68
5454,revolving,422.51,1219.91,821.21
5455,term,1457.9,,1457.9
5456,term,3880.19,,3880.19
5457,revolving,7730.03,19242.57,13486.3
5458,term,9245.69,,9245.69
5459,term,2032.32,,2032.32
5460,revolving,2449.97,5766.5,4108.23
5461,term,8366.07,,8366.07
5462,term,8838.95,,8838.95
5463,revolving,1435.63,4028.75,2732.19
5464,term,10148.34,,10148.34
5465,revolving,6329.03,10010.99,8170.01
5466,term,24537.53,,24537.53
5467,revolving,7167.55,14238.75,10703.15
5468,revolving,4455.9,10692.52,7574.21
5469,term,7294.11,,7294.11
5470,revolving,528.21,1561.98,1045.1
5471,term,5492.57,,5492.57
5472,term,3937.18,,3937.18
5473,term,10794.5,,10794.5
5474,term,1403.3,,1403.3
5475,revolving,354.74,789.25,572.0
5476,term,16915.89,,16915.89
5477,term,101.1,,101.1
5478,revolving,8256.37,24435.86,16346.12
5479,term,9835.3,,9835.3
5480,term,2481.19,,2481.19
5481,term,6398.48,,6398.48
5482,term,6970.56,,6970.56
5483,term,19890.22,,19890.22
5484,revolving,4187.58,7033.63,5610.6
5485,term,1229.44,,1229.44
5486,term,13534.98,,13534.98
5487,term,7095.7,,7095.7
5488,term,1605.27,,1605.27
5489,term,11521.55,,11521.55
5490,revolving,2543.94,7007.74,4775.84
5491,term,784.69,,784.69
5492,revolving,3950.3,11411.75,7681.02
5493,revolving,3324.57,6470.05,4897.31
5494,term,16733.9,,16733.9
5495,revolving,10561.15,26912.44,18736.79
5496,revolving,6373.14,10869.35,8621.25
5497,revolving,7781.05,14061.55,10921.3
5498,term,674.44,,674.44
5499,term,13986.92,,13986.92
5500,term,2374.36,,2374.36
5501,term,3501.9,,3501.9
5502,term,5642.06,,5642.06
5503,term,3631.27,,3631.27
5504,term,9119.16,,9119.16
5505,term,9957.46,,9957.46
5506,term,9763.76,,9763.76
5507,term,2281.23,,2281.23
5508,term,3581.16,,3581.16
5509,term,3127.27,,3127.27
5510,term,9263.72,,9263.72
5511,term,5646.87,,5646.87
5512,term,13243.83,,13243.83
5513,term,4320.7,,4320.7
5514,term,6228.54,,6228.54
5515,term,16601.65,,16601.65
5516,term,1307.01,,1307.01
5517,term,8261.99,,8261.99
5518,term,39772.22,,39772.22
5519,revolving,9919.84,27468.49,18694.16
5520,term,8050.8,,8050.8
5521,term,15079.51,,15079.51
5522,term,15828.98,,15828.98
5523,revolving,4528.26,8514.53,6521.4
5524,term,2911.65,,2911.65
5525,term,1957.97,,1957.97
5526,revolving,9556.0,20776.37,15166.18
5527,term,3213.83,,3213.83
5528,term,7457.09,,7457.09
5529,term,12145.38,,12145.38
5530,term,13621.75,,13621.75
5531,revolving,24681.03,55134.25,39907.64
5532,term,7013.34,,7013.34
5533,revolving,4168.33,8049.89,6109.11
5534,term,9773.11,,9773.11
5535,term,17770.05,,17770.05
5536,term,4334.31,,4334.31
5537,revolving,635.05,1799.27,1217.16
5538,term,13777.24,,13777.24
5539,revolving,6619.69,10742.46,8681.07
5540,term,3461.65,,3461.65
5541,term,11163.83,,11163.83
5542,revolving,10606.73,29878.39,20242.56
5543,term,16299.82,,16299.82
5544,revolving,6838.96,15670.01,11254.48
5545,term,13736.75,,13736.75
5546,term,2374.37,,2374.37
5547,term,1454.14,,1454.14
5548,term,4052.81,,4052.81
5549,term,8133.83,,8133.83
5550,term,9116.57,,9116.57
5551,revolving,845.05,2017.01,1431.03
5552,term,128.45,,128.45
5553,term,1266.79,,1266.79
5554,term,4452.87,,4452.87
5555,term,1205.34,,1205.34
5556,term,8142.14,,8142.14
5557,revolving,20724.35,36400.19,28562.27
5558,term,23652.38,,23652.38
5559,term,1151.46,,1151.46
5560,revolving,2908.07,8012.21,5460.14
5561,term,3804.71,,3804.71
5562,term,2469.68,,2469.68
5563,revolving,7085.79,18194.16,12639.97
5564,revolving,6057.48,9969.79,8013.64
5565,revolving,11615.01,20897.27,16256.14
5566,term,5918.03,,5918.03
5567,term,16719.16,,16719.16
5568,revolving,9576.25,18780.09,14178.17
5569,revolving,15749.88,39265.27,27507.57
5570,term,3270.27,,3270.27
5571,term,1695.97,,1695.97
5572,revolving,1553.06,3676.49,2614.77
5573,term,8743.47,,8743.47
5574,term,1540.58,,1540.58
5575,term,4314.46,,4314.46
5576,term,18599.16,,18599.16
5577,revolving,3524.84,5455.17,4490.0
5578,term,8353.34,,8353.34
5579,term,14506.41,,14506.41
5580,term,21555.36,,21555.36
5581,term,17894.42,,17894.42
5582,term,9128.52,,9128.52
5583,term,548.24,,548.24
5584,revolving,16878.03,38321.25,27599.64
5585,revolving,6588.32,17567.53,12077.92
5586,term,2036.88,,2036.88
5587,term,5333.99,,5333.99
5588,term,892.55,,892.55
5589,term,10522.09,,10522.09
5590,term,10106.74,,10106.74
5591,term,5699.39,,5699.39
5592,term,24177.2,,24177.2
5593,term,18389.4,,18389.4
5594,term,1302.53,,1302.53
5595,term,18514.39,,18514.39
5596,term,6628.37,,6628.37
5597,term,1048.44,,1048.44
5598,term,10443.37,,10443.37
5599,term,11203.22,,11203.22
5600,term,22182.15,,22182.15
5601,revolving,19598.43,50031.29,34814.86
5602,revolving,18740.27,50047.27,34393.77
5603,term,6612.37,,6612.37
5604,term,2334.28,,2334.28
5605,revolving,5673.98,14357.56,10015.77
5606,term,2739.32,,2739.32
5607,term,3771.56,,3771.56
5608,revolving,5703.97,16996.93,11350.45
5609,term,2359.69,,2359.69
5610,term,18759.47,,18759.47
5611,revolving,861.43,2356.04,1608.74
5612,term,5799.04,,5799.04
5613,term,1259.53,,1259.53
5614,revolving,12411.63,37189.02,24800.32
5615,revolving,13454.91,30469.77,21962.34
5616,term,659.78,,659.78
5617,term,7745.49,,7745.49
5618,term,2773.54,,2773.54
5619,revolving,8752.26,25107.39,16929.82
5620,term,24859.84,,24859.84
5621,revolving,8262.18,21784.9,15023.54
5622,revolving,13653.35,30058.53,21855.94
5623,revolving,7472.15,20611.67,14041.91
5624,term,37500.82,,37500.82
5625,revolving,13348.97,24742.38,19045.68
5626,term,5116.32,,5116.32
5627,term,3432.95,,3432.95
5628,term,11127.77,,11127.77
5629,term,1087.43,,1087.43
5630,term,3102.91,,3102.91
5631,revolving,17003.82,46434.14,31718.98
5632,revolving,2872.55,4906.67,3889.61
5633,term,1597.96,,1597.96
5634,term,2324.57,,2324.57
5635,term,24724.43,,24724.43
5636,term,7656.72,,7656.72
5637,term,8418.34,,8418.34
5638,revolving,19472.44,42283.88,30878.16
5639,term,16041.09,,16041.09
5640,revolving,1977.29,3632.85,2805.07
5641,term,2635.42,,2635.42
5642,term,7515.19,,7515.19
5643,revolving,9920.91,24346.66,17133.78
5644,term,21509.14,,21509.14
5645,revolving,9742.98,15662.08,12702.53
5646,term,1101.13,,1101.13
5647,revolving,1652.12,4424.54,3038.33
5648,revolving,6446.49,9771.83,8109.16
5649,term,17192.7,,17192.7
5650,revolving,18792.5,52738.65,35765.57
5651,term,734.12,,734.12
5652,term,437.9,,437.9
5653,revolving,11086.01,20494.52,15790.26
5654,term,31034.1,,31034.1
5655,term,16322.23,,16322.23
5656,term,36162.25,,36162.25
5657,term,15024.55,,15024.55
5658,term,2404.15,,2404.15
5659,revolving,9424.3,22359.23,15891.76
5660,term,6197.84,,6197.84
5661,term,6538.37,,6538.37
5662,revolving,26426.16,42051.77,34238.96
5663,term,407.85,,407.85
5664,revolving,6961.48,11042.35,9001.92
5665,term,11233.73,,11233.73
5666,term,7901.67,,7901.67
5667,term,1926.72,,1926.72
5668,term,5512.27,,5512.27
5669,revolving,14864.82,24350.96,19607.89
5670,term,5276.58,,5276.58
5671,term,15141.82,,15141.82
5672,revolving,12312.17,30790.91,21551.54
5673,term,5682.08,,5682.08
5674,term,7015.46,,7015.46
5675,term,14521.37,,14521.37
5676,term,1090.8,,1090.8
5677,term,14420.98,,14420.98
5678,term,19478.45,,19478.45
5679,term,6639.05,,6639.05
5680,revolving,8688.29,16611.15,12649.72
5681,revolving,14765.3,36552.93,25659.12
5682,term,1416.0,,1416.0
5683,term,11856.78,,11856.78
5684,revolving,17138.0,38970.41,28054.2
5685,revolving,4277.91,8044.37,6161.14
5686,revolving,2531.07,6610.11,4570.59
5687,revolving,3249.07,5598.27,4423.67
5688,term,11925.24,,11925.24
5689,term,7623.32,,7623.32
5690,revolving,2314.8,6686.93,4500.86
5691,revolving,1046.63,2877.95,1962.29
5692,revolving,5936.6,13792.51,9864.56
5693,revolving,5306.54,12654.66,8980.6
5694,term,4085.0,,4085.0
5695,term,3346.01,,3346.01
5696,term,841.98,,841.98
5697,term,815.7,,815.7
5698,term,15970.33,,15970.33
5699,term,3296.94,,3296.94
5700,revolving,21071.56,40636.51,30854.04
5701,term,2027.62,,2027.62
5702,revolving,9438.25,21426.81,15432.53
5703,term,480.45,,480.45
5704,revolving,14449.25,28910.07,21679.66
5705,term,6135.65,,6135.65
5706,term,21873.96,,21873.96
5707,term,20818.08,,20818.08
5708,term,15994.86,,15994.86
5709,term,5753.28,,5753.28
5710,term,4409.07,,4409.07
5711,term,1408.71,,1408.71
5712,revolving,31556.82,68430.36,49993.59
5713,revolving,5465.62,14911.82,10188.72
5714,term,5927.49,,5927.49
5715,term,6108.58,,6108.58
5716,term,2304.81,,2304.81
5717,term,5566.1,,5566.1
5718,term,3796.57,,3796.57
5719,term,9495.32,,9495.32
5720,term,11051.0,,11051.0
5721,term,4849.23,,4849.23
5722,term,3178.86,,3178.86
5723,revolving,14817.35,39594.41,27205.88
5724,term,3304.48,,3304.48
5725,term,14574.35,,14574.35
5726,term,4360.04,,4360.04
5727,revolving,972.87,2268.74,1620.8
5728,term,23166.17,,23166.17
5729,revolving,8459.59,16168.16,12313.88
5730,term,26030.83,,26030.83
5731,revolving,324.38,841.34,582.86
5732,term,14244.5,,14244.5
5733,term,11535.55,,11535.55
5734,revolving,4853.13,9146.78,6999.96
5735,term,8284.72,,8284.72
5736,term,4290.4,,4290.4
5737,term,10442.84,,10442.84
5738,term,1664.35,,1664.35
5739,term,4468.58,,4468.58
5740,revolving,11548.99,24897.41,18223.2
5741,term,427.33,,427.33
5742,revolving,7330.19,15580.32,11455.26
5743,term,7761.71,,7761.71
5744,revolving,2802.73,5762.8,4282.77
5745,revolving,655.02,1178.11,916.56
5746,term,6412.22,,6412.22
5747,term,573.51,,573.51
5748,term,33168.79,,33168.79
5749,revolving,4481.07,11643.91,8062.49
5750,revolving,9037.27,20701.29,14869.28
5751,term,10924.08,,10924.08
5752,term,4429.55,,4429.55
5753,term,12206.94,,12206.94
5754,term,6915.51,,6915.51
5755,term,4799.17,,4799.17
5756,term,8726.49,,8726.49
5757,revolving,2364.24,6741.3,4552.77
5758,term,617.15,,617.15
5759,term,6977.44,,6977.44
5760,term,11993.54,,11993.54
5761,term,10086.83,,10086.83
5762,term,12202.31,,12202.31
5763,term,12041.06,,12041.06
5764,term,1272.2,,1272.2
5765,revolving,8438.12,13935.4,11186.76
5766,revolving,23597.16,36164.59,29880.88
5767,term,2515.1,,2515.1
5768,term,4122.71,,4122.71
5769,term,21086.35,,21086.35
5770,revolving,17743.92,43929.72,30836.82
5771,term,37525.36,,37525.36
5772,term,25456.01,,25456.01
5773,term,5269.55,,5269.55
5774,revolving,15090.39,23817.93,19454.16
5775,term,15101.52,,15101.52
5776,term,5028.45,,5028.45
5777,term,15306.2,,15306.2
5778,revolving,6635.64,18710.51,12673.08
5779,term,896.13,,896.13
5780,revolving,16665.01,25296.71,20980.86
5781,term,7351.54,,7351.54
5782,term,6753.92,,6753.92
5783,term,15922.63,,15922.63
5784,revolving,1132.89,3162.45,2147.67
5785,term,2179.09,,2179.09
5786,revolving,9440.69,16478.97,12959.83
5787,term,14814.38,,14814.38
5788,revolving,7716.48,18722.92,13219.7
5789,term,4085.04,,4085.04
5790,term,6430.9,,6430.9
5791,term,1631.11,,1631.11
5792,revolving,5354.77,9520.2,7437.48
5793,revolving,5649.13,11335.75,8492.44
5794,term,31091.19,,31091.19
5795,term,12505.26,,12505.26
5796,term,3564.84,,3564.84
5797,term,22190.02,,22190.02
5798,term,10488.83,,10488.83
5799,term,5421.9,,5421.9
5800,term,21673.93,,21673.93
5801,revolving,5531.3,16282.66,10906.98
5802,term,25577.16,,25577.16
5803,revolving,5767.62,16133.69,10950.66
5804,term,6684.92,,6684.92
5805,revolving,2591.0,7665.2,5128.1
5806,term,27083.83,,27083.83
5807,term,2038.45,,2038.45
5808,term,14061.7,,14061.7
5809,term,947.23,,947.23
5810,revolving,2713.25,4917.66,3815.46
5811,revolving,1457.09,2590.83,2023.96
5812,revolving,2259.72,5272.35,3766.04
5813,term,12573.5,,12573.5
5814,term,10039.99,,10039.99
5815,term,27221.89,,27221.89
5816,revolving,3960.28,6924.1,5442.19
5817,term,48636.97,,48636.97
5818,revolving,13387.31,33222.93,23305.12
5819,term,8474.0,,8474.0
5820,term,2654.38,,2654.38
5821,revolving,5691.1,15370.21,10530.66
5822,revolving,3591.77,9665.47,6628.62
5823,term,5916.45,,5916.45
5824,revolving,20004.91,49731.34,34868.12
5825,revolving,4580.69,10305.53,7443.11
5826,revolving,19687.03,51720.65,35703.84
5827,revolving,2240.83,3654.87,2947.85
5828,term,7977.8,,7977.8
5829,term,6757.43,,6757.43
5830,revolving,3476.57,9777.38,6626.98
5831,term,4193.67,,4193.67
5832,term,6292.99,,6292.99
5833,revolving,1881.64,4040.47,2961.06
5834,term,2673.26,,2673.26
5835,term,4955.1,,4955.1
5836,term,1000.59,,1000.59
5837,term,2744.96,,2744.96
5838,term,790.19,,790.19
5839,revolving,31674.75,91093.26,61384.0
5840,revolving,1461.18,3156.99,2309.08
5841,term,7785.38,,7785.38
5842,term,1550.28,,1550.28
5843,revolving,9084.82,24105.74,16595.28
5844,revolving,12849.16,29196.08,21022.62
5845,term,2591.8,,2591.8
5846,term,13244.08,,13244.08
5847,term,24317.83,,24317.83
5848,term,9070.15,,9070.15
5849,term,22372.88,,22372.88
5850,revolving,11116.91,25334.51,18225.71
5851,term,3586.85,,3586.85
5852,term,18678.66,,18678.66
5853,term,3206.1,,3206.1
5854,revolving,8297.71,21334.99,14816.35
5855,term,5048.18,,5048.18
5856,term,1281.42,,1281.42
5857,term,13498.14,,13498.14
5858,term,4129.97,,4129.97
5859,revolving,6977.91,13196.18,10087.04
5860,revolving,4901.68,12553.72,8727.7
5861,term,6595.23,,6595.23
5862,term,3747.17,,3747.17
5863,term,5025.87,,5025.87
5864,term,1189.16,,1189.16
5865,term,6489.99,,6489.99
5866,term,16112.55,,16112.55
5867,term,1210.76,,1210.76
5868,revolving,2312.36,6465.58,4388.97
5869,revolving,5195.55,7999.28,6597.42
5870,revolving,10794.39,20615.33,15704.86
5871,term,5512.64,,5512.64
5872,term,19941.47,,19941.47
5873,term,2179.04,,2179.04
5874,revolving,352.94,616.95,484.95
5875,revolving,640.96,1019.83,830.4
5876,term,12037.7,,12037.7
5877,revolving,1368.71,3725.48,2547.1
5878,term,4258.32,,4258.32
5879,term,25844.18,,25844.18
5880,term,20444.83,,20444.83
5881,revolving,12091.04,20388.4,16239.72
5882,term,7547.37,,7547.37
5883,term,18489.55,,18489.55
5884,term,6082.36,,6082.36
5885,term,6601.86,,6601.86
5886,revolving,21416.64,47728.36,34572.5
5887,term,7234.84,,7234.84
5888,revolving,2893.69,7365.86,5129.77
