loan_id,loan_type,region,loan_purpose,origination_date,orig_credit_score,current_credit_score,original_balance,current_balance,credit_limit,interest_rate,days_past_due,watchlist_flag,default_flag,months_on_book,utilization,credit_score_change,stage
6203,revolving,South,home_improvement,2021-08-01,661,645,11323.81,1132.38,3118.75,4.11,13,0,0,41.6,0.363,-16,Stage 1
6204,term,West,personal,2022-07-14,652,642,18951.53,8540.28,,9.7,11,0,0,30.1,,-10,Stage 1
6205,term,South,home_improvement,2022-07-12,850,847,2552.74,1268.06,,12.86,20,0,0,30.1,,-3,Stage 1
6206,revolving,North,debt_consolidation,2022-07-12,615,569,31085.62,4831.06,8383.69,15.77,36,0,0,30.1,0.576,-46,Stage 2
6207,term,East,home_improvement,2023-12-08,676,665,19516.79,14617.34,,12.5,3,1,0,13.0,,-11,Stage 2
6208,term,North,auto,2024-04-25,681,666,14951.82,13172.5,,9.78,8,0,0,8.4,,-15,Stage 1
6209,term,West,debt_consolidation,2022-05-17,679,656,12376.13,6923.43,,10.77,4,0,0,32.0,,-23,Stage 1
6210,term,North,personal,2022-10-06,575,544,6984.18,4336.3,,11.19,44,0,0,27.3,,-31,Stage 2
6211,term,South,debt_consolidation,2022-06-15,709,680,27088.24,13518.26,,3.0,1,0,0,31.0,,-29,Stage 1
6212,term,North,auto,2023-08-11,621,591,20452.25,16087.13,,5.54,30,0,0,17.0,,-30,Stage 2
6213,term,East,personal,2023-02-26,766,777,24120.9,11172.69,,9.43,1,0,0,22.5,,11,Stage 1
6214,term,South,debt_consolidation,2022-04-20,592,574,14341.08,5136.14,,8.77,37,0,0,32.9,,-18,Stage 2
6215,revolving,East,debt_consolidation,2021-02-11,683,677,29870.21,2987.02,8849.71,7.87,5,0,0,47.3,0.338,-6,Stage 1
6216,revolving,East,auto,2022-08-27,547,511,7458.73,3978.36,6857.33,10.17,50,0,0,28.6,0.58,-36,Stage 2
6217,term,East,home_improvement,2024-07-08,550,524,35106.87,31304.69,,10.51,72,1,0,5.9,,-26,Stage 2
6218,term,North,home_improvement,2021-02-17,629,622,28615.32,2861.53,,4.4,20,0,0,47.1,,-7,Stage 1
6219,term,North,personal,2022-12-29,638,628,16579.65,8919.6,,4.88,21,0,0,24.5,,-10,Stage 1
6220,term,North,auto,2021-08-09,767,771,5832.66,3023.51,,7.76,3,0,0,41.4,,4,Stage 1
6221,revolving,North,auto,2023-07-29,677,638,27754.97,20795.05,60615.75,10.69,9,0,0,17.4,0.343,-39,Stage 2
6222,revolving,South,home_improvement,2021-12-09,757,759,7146.4,1673.89,3290.13,8.38,1,0,0,37.3,0.509,2,Stage 1
6223,term,North,home_improvement,2024-06-15,657,637,10852.01,8792.2,,7.38,18,0,0,6.7,,-20,Stage 1
6224,term,South,personal,2021-06-04,716,696,4025.86,1256.68,,13.29,3,0,0,43.6,,-20,Stage 1
6225,term,East,home_improvement,2023-07-27,636,622,5940.09,3888.87,,11.0,27,0,0,17.5,,-14,Stage 1
6226,term,South,personal,2023-04-21,632,611,15420.15,10857.66,,8.47,27,0,0,20.7,,-21,Stage 1
6227,term,West,debt_consolidation,2023-12-16,570,545,37265.71,28622.85,,14.42,49,0,0,12.7,,-25,Stage 2
6228,revolving,North,personal,2022-01-22,700,682,18354.68,10341.52,31003.26,9.3,4,0,0,35.8,0.334,-18,Stage 1
6229,revolving,West,personal,2023-06-13,695,668,19131.24,13165.68,24321.42,11.87,4,0,0,18.9,0.541,-27,Stage 1
6230,term,South,personal,2024-08-31,726,737,17979.71,17047.11,,6.11,1,0,0,4.1,,11,Stage 1
6231,term,North,debt_consolidation,2021-02-07,692,668,20513.58,8058.72,,4.81,1,0,0,47.5,,-24,Stage 1
6232,revolving,West,home_improvement,2024-09-26,801,797,22095.92,21232.25,40647.18,6.58,2,0,0,3.2,0.522,-4,Stage 1
6233,term,North,personal,2023-05-01,690,685,27296.83,13592.57,,10.61,7,0,1,20.4,,-5,Stage 1
6234,term,South,home_improvement,2022-12-30,739,746,32705.59,17603.01,,8.62,0,0,0,24.4,,7,Stage 1
6235,term,West,personal,2021-08-19,660,645,8678.72,3992.9,,8.49,9,0,0,41.0,,-15,Stage 1
6236,revolving,South,home_improvement,2022-03-28,625,612,26083.3,2608.33,5409.26,9.71,18,0,1,33.7,0.482,-13,Stage 1
6237,term,West,personal,2024-09-27,723,719,37689.29,35181.65,,9.46,2,0,0,3.2,,-4,Stage 1
6238,term,East,home_improvement,2021-09-14,674,649,9700.17,1595.68,,12.69,8,0,0,40.2,,-25,Stage 1
6239,revolving,East,auto,2022-03-10,729,709,6485.23,1902.62,3221.13,7.33,0,0,0,34.3,0.591,-20,Stage 1
6240,revolving,East,debt_consolidation,2021-07-28,701,699,28362.45,7379.33,18224.73,4.73,5,0,0,41.8,0.405,-2,Stage 1
6241,revolving,East,personal,2024-05-09,632,617,35856.61,32213.86,88039.81,13.91,20,0,0,7.9,0.366,-15,Stage 1
6242,term,East,debt_consolidation,2021-05-17,744,765,10625.0,2126.02,,7.6,0,0,0,44.2,,21,Stage 1
6243,term,South,personal,2022-07-19,627,597,32460.61,13587.06,,12.61,22,0,1,29.9,,-30,Stage 2
6244,revolving,East,auto,2023-05-06,717,707,32217.0,15404.56,24818.18,10.21,2,0,0,20.2,0.621,-10,Stage 1
6245,revolving,South,auto,2024-11-18,756,752,11818.84,11392.06,25045.11,13.41,2,0,0,1.5,0.455,-4,Stage 1
6246,term,East,debt_consolidation,2022-12-22,656,624,8093.87,3256.15,,7.13,14,0,0,24.7,,-32,Stage 2
6247,term,North,personal,2023-04-25,749,738,8936.79,5968.75,,11.61,2,0,0,20.6,,-11,Stage 1
6248,revolving,East,home_improvement,2021-02-05,703,696,15676.25,1567.62,4061.37,8.16,3,0,0,47.5,0.386,-7,Stage 1
6249,revolving,North,personal,2024-05-23,731,728,7414.06,6161.63,16295.81,6.99,0,0,0,7.4,0.378,-3,Stage 1
6250,term,South,home_improvement,2021-01-27,629,601,5575.94,2729.86,,14.04,24,0,0,47.8,,-28,Stage 1
6251,term,East,debt_consolidation,2021-01-18,692,677,8318.79,831.88,,6.76,5,0,0,48.1,,-15,Stage 1
6252,term,West,debt_consolidation,2022-09-22,595,588,26471.8,9097.65,,6.63,39,1,0,27.7,,-7,Stage 2
6253,term,South,auto,2024-03-06,782,780,12944.17,9405.46,,5.65,2,0,0,10.0,,-2,Stage 1
6254,term,East,home_improvement,2022-08-02,559,522,7036.93,1370.34,,7.66,47,0,0,29.4,,-37,Stage 2
6255,term,South,personal,2023-06-22,658,661,15971.27,10989.89,,9.48,17,0,0,18.6,,3,Stage 1
6256,term,West,auto,2023-09-02,624,605,17653.06,14579.89,,8.51,21,0,0,16.2,,-19,Stage 1
6257,term,East,debt_consolidation,2023-11-20,720,702,4862.08,3655.52,,10.17,1,0,0,13.6,,-18,Stage 1
6258,term,West,auto,2024-01-02,795,806,1026.76,745.2,,4.26,6,0,0,12.2,,11,Stage 1
6259,revolving,East,personal,2021-05-03,719,699,2627.46,451.28,842.34,8.88,1,0,0,44.6,0.536,-20,Stage 1
6260,term,North,personal,2023-08-15,850,849,9442.29,6760.6,,4.72,29,0,0,16.8,,-1,Stage 1
6261,term,South,debt_consolidation,2023-09-28,597,566,31911.62,22655.09,,7.68,35,0,0,15.4,,-31,Stage 2
6262,revolving,West,auto,2023-09-14,601,567,38238.94,24925.71,54808.13,8.29,36,0,0,15.8,0.455,-34,Stage 2
6263,term,South,home_improvement,2024-06-05,626,596,2233.49,1838.7,,8.91,33,0,0,7.0,,-30,Stage 2
6264,revolving,West,home_improvement,2021-12-04,687,662,19310.04,11871.15,21723.85,10.08,8,0,0,37.5,0.546,-25,Stage 1
6265,revolving,South,home_improvement,2023-09-18,618,596,7044.37,4557.88,11619.01,5.21,24,0,0,15.7,0.392,-22,Stage 1
6266,term,South,personal,2021-09-30,634,601,7948.73,4004.97,,7.65,19,1,0,39.6,,-33,Stage 2
6267,revolving,South,auto,2023-06-21,717,694,10284.42,5100.94,13059.88,15.86,2,0,0,18.7,0.391,-23,Stage 1
6268,term,North,home_improvement,2021-02-08,605,585,8922.87,892.29,,8.77,35,1,0,47.4,,-20,Stage 2
6269,term,East,auto,2022-11-13,612,586,7637.69,4071.89,,8.42,30,0,0,26.0,,-26,Stage 2
6270,term,North,debt_consolidation,2022-03-02,656,638,23907.09,2390.71,,3.23,15,0,0,34.5,,-18,Stage 1
6271,term,South,home_improvement,2021-11-11,661,641,13322.63,1332.26,,9.5,18,0,0,38.2,,-20,Stage 1
6272,revolving,West,auto,2022-09-06,740,755,10333.9,2061.85,5392.53,4.24,2,1,0,28.3,0.382,15,Stage 2
6273,term,South,personal,2023-01-25,625,603,7744.03,3273.49,,3.0,25,0,0,23.6,,-22,Stage 1
6274,term,East,debt_consolidation,2021-06-06,636,613,25933.13,10763.33,,10.32,16,0,0,43.5,,-23,Stage 1
6275,term,North,debt_consolidation,2023-05-22,714,707,6071.51,2796.56,,10.3,3,0,0,19.7,,-7,Stage 1
6276,term,East,debt_consolidation,2023-02-16,728,723,6066.44,4419.64,,4.16,4,0,0,22.8,,-5,Stage 1
6277,term,West,debt_consolidation,2021-09-14,765,771,10947.89,1094.79,,4.78,1,0,0,40.2,,6,Stage 1
6278,term,East,personal,2023-05-05,708,699,27365.2,11416.85,,6.65,4,0,0,20.2,,-9,Stage 1
6279,revolving,North,personal,2022-09-27,687,677,35968.06,7202.19,21207.81,14.83,5,0,0,27.6,0.34,-10,Stage 1
6280,term,West,home_improvement,2022-04-01,714,711,12151.78,2554.95,,9.84,3,0,0,33.5,,-3,Stage 1
6281,revolving,East,personal,2021-02-16,663,657,6488.39,648.84,1294.45,10.73,12,0,0,47.2,0.501,-6,Stage 1
6282,term,North,personal,2024-09-17,663,641,38714.22,34708.09,,12.69,6,0,0,3.5,,-22,Stage 1
6283,revolving,North,debt_consolidation,2021-01-10,573,529,48885.03,4888.5,13810.36,13.57,52,0,1,48.4,0.354,-44,Stage 2
6284,revolving,South,personal,2021-05-24,733,709,17903.23,4327.63,6726.95,9.43,1,0,0,43.9,0.643,-24,Stage 1
6285,term,East,debt_consolidation,2024-12-25,692,684,31934.15,31421.59,,10.37,9,0,0,0.2,,-8,Stage 1
6286,term,West,auto,2024-03-21,726,719,7938.62,6805.93,,9.05,4,0,0,9.5,,-7,Stage 1
6287,revolving,South,auto,2022-05-02,511,460,6625.78,2468.65,7404.71,3.08,89,0,1,32.5,0.333,-51,Stage 2
6288,term,East,auto,2024-03-05,677,662,14379.39,10997.8,,9.87,9,0,0,10.1,,-15,Stage 1
6289,revolving,East,auto,2023-11-16,628,602,13128.45,11168.96,22154.56,7.36,27,0,1,13.7,0.504,-26,Stage 1
6290,term,West,auto,2023-10-28,770,759,40764.36,26803.04,,3.0,4,0,0,14.4,,-11,Stage 1
6291,term,South,auto,2022-08-14,716,688,10114.34,5259.68,,6.66,1,0,0,29.0,,-28,Stage 1
6292,term,South,auto,2023-11-05,694,677,12062.74,9172.52,,7.52,3,0,0,14.1,,-17,Stage 1
6293,revolving,West,debt_consolidation,2024-12-26,654,639,21721.52,21405.6,60090.02,11.75,17,0,0,0.2,0.356,-15,Stage 1
6294,term,South,debt_consolidation,2023-06-18,703,709,20588.61,15696.72,,8.53,6,0,1,18.8,,6,Stage 1
6295,revolving,North,debt_consolidation,2024-11-24,624,588,4559.3,4422.73,8944.4,6.76,29,0,1,1.3,0.494,-36,Stage 2
6296,revolving,West,debt_consolidation,2021-07-26,674,654,26300.38,12117.96,24992.25,5.03,10,0,0,41.8,0.485,-20,Stage 1
6297,term,East,personal,2023-06-29,645,642,7635.67,4474.25,,8.31,20,0,0,18.4,,-3,Stage 1
6298,term,West,personal,2024-05-24,815,828,35558.92,28327.87,,9.43,11,0,0,7.4,,13,Stage 1
6299,revolving,North,home_improvement,2021-09-16,768,773,17027.71,1702.77,4512.15,10.65,0,0,0,40.1,0.377,5,Stage 1
6300,term,West,personal,2024-09-14,743,737,13462.73,12619.97,,11.44,3,0,0,3.6,,-6,Stage 1
6301,revolving,East,debt_consolidation,2022-03-30,590,571,42142.84,7162.44,15586.61,4.7,38,0,0,33.6,0.46,-19,Stage 2
6302,term,East,debt_consolidation,2023-03-10,731,715,5580.58,2885.63,,9.74,3,0,0,22.1,,-16,Stage 1
6303,term,West,auto,2022-01-10,691,668,4245.21,2097.47,,8.48,12,1,0,36.2,,-23,Stage 2
6304,revolving,West,auto,2022-04-09,753,732,31941.16,15653.12,40053.41,8.21,0,0,0,33.3,0.391,-21,Stage 1
6305,term,North,home_improvement,2021-03-16,699,686,27869.33,2786.93,,9.59,2,0,0,46.2,,-13,Stage 1
6306,term,North,personal,2021-08-30,679,671,45160.55,4516.05,,14.11,8,0,0,40.7,,-8,Stage 1
6307,term,East,debt_consolidation,2023-11-07,694,685,29604.5,20224.26,,8.1,5,0,0,14.0,,-9,Stage 1
6308,term,South,personal,2024-07-06,571,559,15802.35,13892.99,,9.3,58,0,1,6.0,,-12,Stage 2
6309,term,South,home_improvement,2021-05-03,633,604,7874.38,787.44,,5.99,20,0,0,44.6,,-29,Stage 1
6310,revolving,South,auto,2024-08-27,702,701,20468.22,19339.34,44849.48,5.67,5,0,0,4.2,0.431,-1,Stage 1
6311,term,South,debt_consolidation,2021-04-21,748,744,9658.44,4226.72,,5.53,0,0,0,45.0,,-4,Stage 1
6312,term,East,auto,2024-07-03,646,637,3322.33,2729.48,,4.2,18,0,0,6.1,,-9,Stage 1
6313,term,South,debt_consolidation,2021-08-22,677,661,6515.78,651.58,,6.98,10,0,0,40.9,,-16,Stage 1
6314,term,South,auto,2023-08-26,583,555,7356.92,4814.68,,14.28,36,0,0,16.5,,-28,Stage 2
6315,term,West,auto,2022-05-12,767,766,18947.43,7161.23,,6.6,0,0,0,32.2,,-1,Stage 1
6316,revolving,South,home_improvement,2023-11-30,746,740,3064.17,2379.91,6761.59,7.97,2,0,0,13.3,0.352,-6,Stage 1
6317,revolving,West,personal,2024-02-20,719,724,3677.82,2876.61,7280.02,4.74,2,0,0,10.5,0.395,5,Stage 1
6318,term,East,auto,2022-12-28,704,671,8664.14,2476.99,,8.33,3,0,0,24.5,,-33,Stage 2
6319,term,West,debt_consolidation,2021-04-02,773,764,6822.53,3297.86,,5.73,4,0,0,45.7,,-9,Stage 1
6320,term,North,personal,2024-10-16,631,603,15870.8,14985.74,,7.96,26,0,0,2.6,,-28,Stage 1
6321,term,West,personal,2024-02-21,625,612,9972.39,6934.88,,7.94,25,0,0,10.5,,-13,Stage 1
6322,term,South,auto,2021-12-03,743,732,10485.88,1048.59,,8.64,0,0,0,37.5,,-11,Stage 1
6323,term,West,auto,2022-05-28,739,732,23732.62,4413.89,,12.32,0,0,0,31.6,,-7,Stage 1
6324,term,West,auto,2022-08-26,608,580,26502.71,9149.57,,14.35,30,0,0,28.6,,-28,Stage 2
6325,term,East,personal,2022-03-04,648,636,7570.58,757.06,,14.32,14,0,0,34.5,,-12,Stage 1
6326,term,East,home_improvement,2024-12-27,781,778,19177.74,18628.34,,9.32,5,0,0,0.2,,-3,Stage 1
6327,revolving,South,auto,2021-01-07,704,701,6072.31,607.23,1393.76,9.52,6,1,0,48.5,0.436,-3,Stage 2
6328,term,North,personal,2021-04-30,727,728,23196.18,2319.62,,9.28,1,0,0,44.7,,1,Stage 1
6329,term,North,personal,2022-01-22,610,605,5318.37,531.84,,11.31,30,0,1,35.8,,-5,Stage 2
6330,term,West,debt_consolidation,2024-10-05,719,718,28078.82,26516.07,,6.93,3,0,1,2.9,,-1,Stage 1
6331,term,North,auto,2022-10-03,594,573,1712.15,908.2,,5.95,50,0,0,27.4,,-21,Stage 2
6332,revolving,East,home_improvement,2024-01-27,561,549,5650.25,4869.04,13393.67,3.0,43,0,0,11.3,0.364,-12,Stage 2
6333,term,South,debt_consolidation,2023-12-03,723,725,8535.6,5911.75,,11.67,1,0,0,13.2,,2,Stage 1
6334,term,South,auto,2021-07-02,766,764,10178.36,4621.07,,9.67,1,0,0,42.6,,-2,Stage 1
6335,term,East,debt_consolidation,2022-11-28,664,644,4522.29,2093.81,,6.54,12,0,0,25.5,,-20,Stage 1
6336,revolving,South,auto,2022-07-19,647,640,7970.47,5299.7,12738.63,13.82,18,0,0,29.9,0.416,-7,Stage 1
6337,term,West,debt_consolidation,2024-06-12,782,777,11071.39,8831.66,,7.02,2,0,0,6.8,,-5,Stage 1
6338,term,South,home_improvement,2022-03-22,668,656,1777.23,378.1,,13.53,7,1,0,33.9,,-12,Stage 2
6339,term,North,debt_consolidation,2021-07-19,676,645,16605.39,8849.66,,6.38,10,0,0,42.1,,-31,Stage 2
6340,term,South,debt_consolidation,2023-08-06,781,778,16844.03,9819.51,,9.54,3,0,0,17.1,,-3,Stage 1
6341,term,South,debt_consolidation,2022-05-28,658,655,27677.72,8257.81,,10.32,13,0,0,31.6,,-3,Stage 1
6342,term,East,auto,2023-09-17,640,609,59795.32,37291.26,,7.41,17,0,0,15.7,,-31,Stage 2
6343,term,East,auto,2021-08-01,728,727,5610.18,561.02,,5.13,1,0,0,41.6,,-1,Stage 1
6344,revolving,North,home_improvement,2024-11-02,637,595,31301.7,29792.12,79239.03,9.09,29,0,0,2.0,0.376,-42,Stage 2
6345,term,East,debt_consolidation,2022-06-30,671,668,3780.42,2233.85,,6.67,11,0,0,30.5,,-3,Stage 1
6346,term,North,personal,2022-05-01,600,567,10457.09,5237.17,,4.25,38,0,0,32.5,,-33,Stage 2
6347,term,West,debt_consolidation,2024-10-16,691,674,17272.26,16663.33,,3.56,5,0,0,2.6,,-17,Stage 1
6348,revolving,North,personal,2021-06-17,684,684,17180.71,1718.07,2827.26,9.56,8,0,1,43.1,0.608,0,Stage 1
6349,term,South,personal,2023-06-09,738,727,26783.37,17572.86,,3.0,2,0,0,19.1,,-11,Stage 1
6350,revolving,North,debt_consolidation,2023-07-20,731,732,9437.61,7555.9,20785.0,8.12,0,0,0,17.7,0.364,1,Stage 1
6351,term,West,personal,2024-11-28,713,710,14211.96,13894.1,,11.27,1,0,0,1.1,,-3,Stage 1
6352,term,South,personal,2023-04-08,703,704,15250.79,9135.86,,4.46,5,0,0,21.1,,1,Stage 1
6353,term,North,debt_consolidation,2021-05-17,675,669,34978.93,3497.89,,4.94,6,0,0,44.2,,-6,Stage 1
6354,term,East,auto,2024-06-10,716,705,12944.87,10444.13,,9.94,3,0,0,6.8,,-11,Stage 1
6355,revolving,East,debt_consolidation,2021-04-25,613,601,9166.42,916.64,1910.06,3.0,31,0,0,44.9,0.48,-12,Stage 2
6356,revolving,East,home_improvement,2024-06-29,539,508,24186.31,20410.56,46528.89,8.78,70,0,0,6.2,0.439,-31,Stage 2
6357,term,North,personal,2024-08-05,749,746,12886.98,11982.96,,7.52,0,0,0,5.0,,-3,Stage 1
6358,term,North,home_improvement,2023-12-09,720,728,27483.96,17454.36,,13.32,5,0,0,13.0,,8,Stage 1
6359,revolving,West,personal,2022-05-31,672,660,27449.98,12437.82,24742.74,13.79,6,0,0,31.5,0.503,-12,Stage 1
6360,term,South,auto,2022-11-19,744,736,2296.6,1180.72,,9.98,2,0,0,25.8,,-8,Stage 1
6361,term,South,personal,2023-10-17,636,632,56123.94,47302.78,,6.88,26,0,0,14.7,,-4,Stage 1
6362,term,South,debt_consolidation,2024-07-19,637,617,4083.5,3563.17,,9.23,18,0,0,5.5,,-20,Stage 1
6363,term,South,personal,2024-12-25,629,596,15105.51,14669.55,,11.61,18,0,0,0.2,,-33,Stage 2
6364,term,North,home_improvement,2023-11-16,714,688,7696.58,6092.28,,11.09,2,0,0,13.7,,-26,Stage 1
6365,term,North,debt_consolidation,2023-12-30,585,556,7244.7,5964.12,,3.0,27,0,0,12.3,,-29,Stage 1
6366,term,West,home_improvement,2021-10-20,633,607,5202.03,2389.23,,4.57,23,0,0,39.0,,-26,Stage 1
6367,term,South,auto,2024-11-30,697,695,25077.17,24645.37,,11.25,3,0,0,1.1,,-2,Stage 1
6368,term,North,home_improvement,2024-06-11,607,577,9735.49,8087.88,,5.13,30,1,0,6.8,,-30,Stage 2
6369,term,North,home_improvement,2021-08-19,640,607,30492.07,3049.21,,9.99,9,0,0,41.0,,-33,Stage 2
6370,revolving,North,home_improvement,2024-07-10,547,514,9467.36,8106.38,16807.37,11.43,56,0,1,5.8,0.482,-33,Stage 2
6371,term,North,debt_consolidation,2023-07-27,716,690,9307.99,6677.77,,10.77,3,0,0,17.5,,-26,Stage 1
6372,term,South,auto,2024-02-19,638,618,5849.7,4423.21,,10.43,16,0,1,10.6,,-20,Stage 1
6373,revolving,South,auto,2022-06-02,614,591,11771.31,3594.16,10184.29,7.51,25,1,1,31.5,0.353,-23,Stage 2
6374,revolving,North,auto,2023-11-14,602,573,1747.82,1270.3,2688.87,4.84,31,0,0,13.8,0.472,-29,Stage 2
6375,term,East,home_improvement,2022-12-07,654,623,29751.36,14473.22,,14.37,22,0,0,25.2,,-31,Stage 2
6376,term,West,debt_consolidation,2022-01-12,585,551,17324.4,4476.33,,3.16,40,0,0,36.2,,-34,Stage 2
6377,revolving,South,debt_consolidation,2022-03-13,796,795,13219.2,7059.15,11393.37,9.34,3,0,0,34.2,0.62,-1,Stage 1
6378,revolving,South,debt_consolidation,2023-05-03,536,489,1929.15,810.81,1361.53,7.29,68,0,1,20.3,0.596,-47,Stage 2
6379,revolving,East,home_improvement,2023-08-28,652,637,6258.24,3858.27,7420.46,12.96,15,0,0,16.4,0.52,-15,Stage 1
6380,revolving,South,auto,2022-05-14,686,677,1264.92,130.92,333.22,9.08,3,0,0,32.1,0.393,-9,Stage 1
6381,term,East,home_improvement,2024-04-12,633,613,4493.58,3856.04,,6.36,19,0,1,8.8,,-20,Stage 1
6382,term,East,debt_consolidation,2022-08-23,692,671,12173.76,5794.81,,7.57,6,0,0,28.7,,-21,Stage 1
6383,term,North,home_improvement,2023-02-17,632,608,18025.09,11105.88,,11.64,13,0,0,22.8,,-24,Stage 1
6384,term,South,personal,2024-08-26,771,783,6171.41,5460.31,,12.19,0,0,0,4.3,,12,Stage 1
6385,term,West,auto,2021-03-11,612,594,5410.65,541.06,,10.93,28,0,0,46.4,,-18,Stage 1
6386,term,East,auto,2021-07-24,538,503,21890.86,8454.04,,9.3,84,0,0,41.9,,-35,Stage 2
6387,term,West,debt_consolidation,2021-12-07,602,584,13779.33,3394.57,,6.07,30,1,0,37.4,,-18,Stage 2
6388,revolving,North,home_improvement,2023-11-22,703,669,23785.98,17005.91,32763.65,6.79,2,0,0,13.5,0.519,-34,Stage 2
6389,term,South,debt_consolidation,2023-12-03,672,681,34295.21,22051.77,,10.36,11,1,0,13.2,,9,Stage 2
6390,term,North,home_improvement,2021-04-28,725,704,16217.73,5105.7,,12.02,5,0,1,44.8,,-21,Stage 1
6391,term,North,personal,2023-06-08,710,702,8447.59,5966.01,,4.53,1,0,0,19.1,,-8,Stage 1
6392,term,West,auto,2021-01-15,641,612,10577.1,4015.78,,3.86,20,0,0,48.2,,-29,Stage 1
6393,revolving,West,auto,2024-09-07,650,620,11547.87,10976.05,25935.16,8.36,15,0,0,3.9,0.423,-30,Stage 2
6394,term,East,home_improvement,2023-06-30,656,648,10356.24,8065.91,,9.67,17,0,1,18.4,,-8,Stage 1
6395,revolving,South,auto,2022-09-19,793,792,17467.37,12366.63,21897.57,9.47,4,0,0,27.8,0.565,-1,Stage 1
6396,term,North,home_improvement,2024-09-22,721,713,13509.95,12852.6,,10.58,2,0,0,3.4,,-8,Stage 1
6397,term,East,debt_consolidation,2022-11-21,793,796,5585.54,3406.94,,7.37,1,0,0,25.7,,3,Stage 1
6398,term,East,personal,2023-02-13,730,728,3897.59,1984.93,,12.68,0,0,0,22.9,,-2,Stage 1
6399,term,North,home_improvement,2024-11-05,676,666,12107.76,11756.67,,13.52,12,0,0,1.9,,-10,Stage 1
6400,revolving,North,personal,2023-07-02,618,604,1000.0,478.23,948.92,10.57,24,1,0,18.3,0.504,-14,Stage 2
6401,term,East,debt_consolidation,2021-04-30,692,660,27947.52,14312.47,,7.44,5,0,0,44.7,,-32,Stage 2
6402,revolving,North,debt_consolidation,2021-01-26,676,653,7428.07,844.57,1763.48,3.0,9,0,0,47.9,0.479,-23,Stage 1
6403,term,North,debt_consolidation,2021-03-05,674,649,38289.98,14264.15,,6.97,7,0,0,46.6,,-25,Stage 1
6404,revolving,West,home_improvement,2022-04-05,667,661,31516.2,20053.78,47254.09,9.38,10,0,0,33.4,0.424,-6,Stage 1
6405,term,South,personal,2021-11-10,556,532,32039.04,10417.85,,10.89,63,0,0,38.3,,-24,Stage 2
6406,revolving,East,personal,2023-03-16,755,757,8650.18,4206.6,9017.52,7.91,1,0,0,21.9,0.466,2,Stage 1
6407,term,North,auto,2024-05-24,676,651,4172.31,3304.59,,8.65,16,0,0,7.4,,-25,Stage 1
6408,term,East,home_improvement,2023-09-13,595,557,17067.25,14181.66,,14.04,37,0,0,15.9,,-38,Stage 2
6409,term,South,auto,2023-01-06,708,680,20176.19,7419.6,,5.68,3,0,0,24.2,,-28,Stage 1
6410,revolving,East,auto,2023-06-08,628,610,3965.72,2979.14,8210.44,3.97,22,0,0,19.1,0.363,-18,Stage 1
6411,term,East,home_improvement,2023-09-09,713,687,57901.6,41639.37,,3.0,0,0,0,16.0,,-26,Stage 1
6412,term,East,auto,2022-08-02,732,732,5666.08,1837.81,,11.84,3,0,0,29.4,,0,Stage 1
6413,revolving,West,auto,2024-10-14,741,727,8505.98,8156.5,23397.54,4.96,1,0,0,2.6,0.349,-14,Stage 1
6414,term,South,auto,2024-02-24,670,649,21311.75,15061.62,,7.91,9,0,0,10.4,,-21,Stage 1
6415,term,South,debt_consolidation,2023-08-30,655,634,19858.15,13131.97,,11.43,19,0,0,16.3,,-21,Stage 1
6416,term,East,home_improvement,2023-05-11,642,610,10204.68,5605.46,,13.61,19,0,0,20.0,,-32,Stage 2
6417,term,East,debt_consolidation,2022-12-08,636,624,9806.14,6439.29,,9.13,16,0,0,25.2,,-12,Stage 1
6418,revolving,South,auto,2024-01-16,678,652,9500.86,7400.59,18548.27,5.96,4,0,1,11.7,0.399,-26,Stage 1
6419,revolving,North,auto,2024-09-28,667,648,27794.02,26911.09,53255.29,10.02,9,0,0,3.2,0.505,-19,Stage 1
6420,term,West,debt_consolidation,2022-01-30,630,619,16464.58,4706.63,,5.79,31,1,0,35.6,,-11,Stage 2
6421,revolving,South,auto,2022-04-29,611,568,7091.55,2488.4,7345.69,8.76,32,0,0,32.6,0.339,-43,Stage 2
6422,term,East,home_improvement,2022-10-28,673,644,12402.34,6548.07,,4.78,5,0,0,26.5,,-29,Stage 1
6423,term,North,personal,2022-04-01,653,629,24511.29,6525.11,,6.46,14,0,1,33.5,,-24,Stage 1
6424,term,North,debt_consolidation,2021-07-29,611,586,8556.68,855.67,,15.73,29,0,0,41.7,,-25,Stage 1
6425,term,North,personal,2022-06-09,729,726,18360.4,11994.7,,12.2,2,0,0,31.2,,-3,Stage 1
6426,term,West,personal,2022-11-07,786,786,8325.0,4946.76,,6.96,2,0,0,26.2,,0,Stage 1
6427,revolving,West,personal,2023-09-29,737,734,4502.97,3604.31,7578.73,7.66,3,1,0,15.3,0.476,-3,Stage 2
6428,revolving,South,debt_consolidation,2023-06-15,636,619,9691.25,6901.14,18469.23,11.15,18,1,1,18.9,0.374,-17,Stage 2
6429,term,South,auto,2023-10-01,676,666,16041.98,12809.49,,7.74,12,0,0,15.3,,-10,Stage 1
6430,term,South,home_improvement,2021-11-03,772,756,57054.02,5705.4,,12.63,4,0,0,38.5,,-16,Stage 1
6431,revolving,South,auto,2024-01-05,609,579,13151.8,11377.88,27286.3,4.27,33,0,1,12.1,0.417,-30,Stage 2
