loan_id,origination_date,orig_credit_score,current_credit_score,original_balance,current_balance,credit_limit,interest_rate,days_past_due,watchlist_flag,default_flag,months_on_book,utilization,credit_score_change,stage,LGD,EAD,balance_to_original_ratio,high_utilization_flag,score_deteriorated_flag,loan_type_term,region_North,region_South,region_West,loan_purpose_debt_consolidation,loan_purpose_home_improvement,loan_purpose_personal,PD_12month,years_remaining,PD_lifetime,PD_used,ECL
4040,2023-06-02,569,545,10540.69,6609.6,,9.28,53,0,0,19.3,,-24,Stage 2,0.646,6609.6,0.627,0,0,True,False,True,False,False,True,False,0.8448101601450935,3.3916666666666666,0.9981983186837997,0.9981983186837997,4262.11
4041,2022-07-20,731,719,44871.83,12888.63,26968.65,12.87,1,0,0,29.9,0.478,-12,Stage 1,0.871,19928.64,0.287,0,0,False,False,False,True,False,False,True,0.1626169072906278,2.5083333333333333,0.359280161067565,0.1626169072906278,2822.68
4042,2024-01-08,666,643,21918.08,16934.13,,5.96,12,0,0,12.0,,-23,Stage 1,0.863,16934.13,0.773,0,0,True,False,False,False,False,False,True,0.3813549075665399,4.0,0.8535240617768802,0.3813549075665399,5573.18
4043,2022-02-28,686,668,19597.45,10611.72,,10.28,5,1,0,34.6,,-18,Stage 2,0.428,10611.72,0.541,0,0,True,False,True,False,False,False,False,0.3811010819517242,2.1166666666666667,0.6378167056538953,0.6378167056538953,2896.85
4044,2021-04-28,635,608,2659.95,265.99,,7.34,21,0,0,44.8,,-27,Stage 1,0.499,265.99,0.1,0,0,True,False,False,True,False,False,False,0.6138116598011405,1.266666666666667,0.7003513909535817,0.6138116598011405,81.47
4045,2022-01-03,625,610,15662.89,1566.29,,11.68,22,0,0,36.5,,-15,Stage 1,0.935,1566.29,0.1,0,0,True,False,False,False,False,False,True,0.580810885491636,1.9583333333333335,0.8177980966072107,0.580810885491636,850.59
4046,2024-02-04,769,776,13727.41,9803.49,,8.95,0,0,0,11.1,,7,Stage 1,0.831,9803.49,0.714,0,0,True,True,False,False,True,False,False,0.11332951451465616,4.075,0.38746462014480376,0.11332951451465616,923.26
4047,2024-02-03,573,551,25008.5,19965.62,,11.86,55,0,0,11.1,,-22,Stage 2,0.809,19965.62,0.798,0,0,True,True,False,False,True,False,False,0.8758056273436011,4.075,0.999796546429393,0.999796546429393,16148.9
4048,2024-08-19,616,595,19969.03,17554.48,,11.3,16,1,0,4.5,,-21,Stage 2,0.862,17554.48,0.879,0,0,True,False,False,True,False,False,True,0.6483901935978916,4.625,0.9920469808515375,0.9920469808515375,15011.62
4049,2022-09-22,768,752,17705.54,12462.48,25092.64,7.74,1,0,0,27.7,0.497,-16,Stage 1,0.872,18777.56,0.704,0,0,False,False,False,False,False,False,True,0.08976467536641701,2.691666666666667,0.22365396846964514,0.08976467536641701,1469.81
4050,2021-05-28,718,713,16250.93,1625.09,,10.61,3,0,0,43.8,,-5,Stage 1,0.484,1625.09,0.1,0,0,True,False,True,False,False,False,False,0.24570132322035407,1.35,0.3165865575848563,0.24570132322035407,193.25
4051,2021-05-30,660,662,8014.63,801.46,1845.8,10.37,11,0,0,43.7,0.434,2,Stage 1,0.894,1323.63,0.1,0,0,False,False,False,False,True,False,False,0.46206829907862135,1.358333333333333,0.5692376907693364,0.46206829907862135,546.78
4052,2023-03-27,754,747,5059.61,2393.54,,8.39,0,0,0,21.5,,-7,Stage 1,0.927,2393.54,0.473,0,0,True,False,True,False,False,False,True,0.11111314940325603,3.208333333333333,0.31469726974315393,0.11111314940325603,246.54
4053,2021-09-13,706,679,16677.79,8122.04,13269.98,11.6,3,0,0,40.2,0.612,-27,Stage 1,0.438,10696.01,0.487,0,0,False,False,False,True,False,False,False,0.28532025253509086,1.65,0.4255080676780666,0.28532025253509086,1336.68
4054,2021-03-23,693,687,5315.73,2829.09,,8.67,6,0,0,46.0,,-6,Stage 1,0.473,2829.09,0.532,0,0,True,False,True,False,False,False,False,0.35881556286230404,1.1666666666666665,0.40459364185118185,0.35881556286230404,480.15
4055,2021-01-16,693,662,12893.95,2770.91,6584.28,6.66,11,1,0,48.2,0.421,-31,Stage 2,0.873,4677.59,0.215,0,1,False,False,False,True,True,False,False,0.3266481407034033,1.0,0.3266481407034033,0.3266481407034033,1333.88
4056,2023-06-20,707,686,33751.01,23544.83,,9.86,4,0,0,18.7,,-21,Stage 1,0.406,23544.83,0.698,0,0,True,False,False,False,False,False,False,0.2746991975410899,3.4416666666666664,0.6689070040541187,0.2746991975410899,2625.9
4057,2021-07-12,710,697,38419.96,3842.0,6176.85,10.37,1,0,0,42.3,0.622,-13,Stage 1,0.464,5009.42,0.1,0,0,False,False,False,False,False,False,False,0.23296742119804345,1.475,0.32376075597422727,0.23296742119804345,541.5
4058,2022-12-24,811,825,10496.43,6210.44,,3.0,6,0,0,24.6,,14,Stage 1,0.648,6210.44,0.592,0,0,True,False,True,False,False,True,False,0.05229377756151642,2.9499999999999997,0.14653147437082703,0.05229377756151642,210.45
4059,2024-01-03,668,653,26514.06,22170.49,58659.25,16.19,15,0,1,12.1,0.378,-15,Stage 1,0.857,40414.87,0.836,0,0,False,False,False,False,False,False,True,0.4243675983534048,3.9916666666666667,0.8896989320969713,0.4243675983534048,14698.2
4060,2024-07-24,670,648,12712.25,10727.64,29209.82,17.49,12,0,0,5.4,0.367,-22,Stage 1,0.828,19968.73,0.844,0,0,False,False,True,False,True,False,False,0.40230392112510077,4.55,0.9038419050901801,0.40230392112510077,6651.74
4061,2023-12-21,605,574,5072.74,3599.1,,6.5,26,1,0,12.6,,-31,Stage 2,0.916,3599.1,0.709,0,1,True,False,False,False,False,False,True,0.6700254996791466,3.95,0.9874686603712981,0.9874686603712981,3255.46
4062,2023-08-31,676,650,12849.47,9390.2,,10.85,8,0,1,16.3,,-26,Stage 1,0.633,9390.2,0.731,0,0,True,True,False,False,False,True,False,0.3650427840824028,3.6416666666666666,0.8087237334703086,0.3650427840824028,2169.81
4063,2023-08-09,791,786,55769.28,35214.54,90579.59,5.8,7,0,0,17.0,0.389,-5,Stage 1,0.801,62897.06,0.631,0,0,False,False,True,False,True,False,False,0.08840902238690292,3.583333333333333,0.2822882356700114,0.08840902238690292,4454.09
4064,2022-06-20,739,730,19003.04,6664.06,,4.01,1,0,0,30.9,,-9,Stage 1,0.896,6664.06,0.351,0,0,True,False,False,True,False,False,True,0.14280654620375557,2.4250000000000003,0.3117975712153416,0.14280654620375557,852.7
4065,2021-12-09,647,628,6024.84,602.48,1014.75,7.62,14,1,0,37.3,0.594,-19,Stage 2,0.496,808.62,0.1,0,0,False,True,False,False,False,False,False,0.5989513356083646,1.891666666666667,0.8224252825485225,0.8224252825485225,329.85
4066,2022-01-30,681,673,16499.72,1856.18,,4.84,10,0,0,35.6,,-8,Stage 1,0.882,1856.18,0.112,0,0,True,False,False,True,True,False,False,0.3472325454490657,2.033333333333333,0.5799100712403333,0.3472325454490657,568.47
4067,2023-08-01,602,579,22592.94,17029.37,,10.6,39,0,0,17.3,,-23,Stage 2,0.613,17029.37,0.754,0,0,True,False,False,False,False,True,False,0.7240025247353385,3.5583333333333336,0.9897540079652288,0.9897540079652288,10332.05
4068,2021-09-15,621,586,26290.96,5334.18,11298.88,11.64,22,0,0,40.1,0.472,-35,Stage 2,0.454,8316.53,0.203,0,1,False,True,False,False,False,False,False,0.7029186058502453,1.6583333333333332,0.8663860529917733,0.8663860529917733,3271.22
4069,2024-05-06,688,654,10370.43,8945.05,,14.28,7,0,0,8.0,,-34,Stage 2,0.635,8945.05,0.863,0,1,True,False,False,False,False,True,False,0.27001269870033356,4.333333333333333,0.7443182934930179,0.7443182934930179,4227.81
4070,2021-02-22,650,625,39096.19,13419.39,33033.68,9.14,18,0,1,47.0,0.406,-25,Stage 1,0.42,23226.54,0.343,0,0,False,False,True,False,False,False,False,0.5596696076638997,1.0833333333333335,0.5887617041950187,0.5596696076638997,5459.66
4071,2022-10-13,617,614,11720.22,3326.45,,11.59,28,0,1,27.0,,-3,Stage 1,0.918,3326.45,0.284,0,0,True,False,False,True,False,False,True,0.6694678583688508,2.75,0.9523747061483431,0.6694678583688508,2044.34
4072,2021-09-28,709,695,16647.06,9465.89,,10.17,2,0,0,39.7,,-14,Stage 1,0.883,9465.89,0.569,0,0,True,False,False,False,False,False,True,0.22019162799582853,1.6916666666666664,0.3434322908453452,0.22019162799582853,1840.45
4073,2021-07-20,675,661,2766.7,1067.66,,9.86,10,0,0,42.0,,-14,Stage 1,0.941,1067.66,0.386,0,0,True,False,False,True,False,False,True,0.3721329993707854,1.5,0.5024903751163555,0.3721329993707854,373.87
4074,2022-01-31,585,543,31852.55,3185.25,,6.0,43,0,0,35.5,,-42,Stage 2,0.67,3185.25,0.1,0,1,True,False,False,True,False,True,False,0.7624466383500429,2.0416666666666665,0.9468488812358122,0.9468488812358122,2020.69
4075,2022-01-13,555,518,4177.69,532.95,,8.28,59,0,1,36.1,,-37,Stage 2,0.897,532.95,0.128,0,1,True,False,False,False,True,False,False,0.8798545809069178,1.9916666666666667,0.9853079113598561,0.9853079113598561,471.03
4076,2022-11-07,645,632,21408.75,10924.75,,7.9,12,0,0,26.2,,-13,Stage 1,0.877,10924.75,0.51,0,0,True,False,True,False,False,False,True,0.506590916212268,2.816666666666667,0.8632690662545282,0.506590916212268,4853.65
4077,2022-06-19,584,562,8677.08,4726.26,,10.77,41,1,1,30.9,,-22,Stage 2,0.658,4726.26,0.545,0,0,True,False,False,True,False,True,False,0.801357489459888,2.4250000000000003,0.9801470488549625,0.9801470488549625,3048.14
4078,2023-07-12,567,537,4214.57,2945.56,,3.0,53,0,0,18.0,,-30,Stage 2,0.472,2945.56,0.699,0,0,True,False,False,False,False,False,False,0.8571462195908569,3.5,0.9988981535357986,0.9988981535357986,1388.77
4079,2024-01-17,747,745,9148.99,6542.39,15942.46,12.16,1,0,0,11.7,0.41,-2,Stage 1,0.896,11242.42,0.715,0,0,False,False,True,False,False,False,True,0.13489212904005032,4.025,0.4419054133782897,0.13489212904005032,1358.8
4080,2022-02-02,674,671,2614.61,363.68,,8.2,19,0,0,35.5,,-3,Stage 1,0.499,363.68,0.139,0,0,True,False,False,False,False,False,False,0.4408730920000069,2.0416666666666665,0.6948591257995442,0.4408730920000069,80.01
4081,2024-04-20,664,649,7071.52,6077.19,,7.0,14,0,0,8.5,,-15,Stage 1,0.899,6077.19,0.859,0,0,True,False,True,False,False,False,True,0.4033281218932215,4.291666666666667,0.8909735631198554,0.4033281218932215,2203.54
4082,2023-05-17,668,668,7770.59,3748.79,,10.03,10,1,0,19.8,,0,Stage 2,0.465,3748.79,0.482,0,0,True,False,False,True,False,False,False,0.47389190132674713,3.3499999999999996,0.8836942444104866,0.8836942444104866,1540.44
4083,2024-07-30,611,591,4405.19,3838.5,,8.93,29,0,0,5.2,,-20,Stage 1,0.664,3838.5,0.871,0,0,True,True,False,False,False,True,False,0.6826401898923465,4.566666666666666,0.9947063673200887,0.6826401898923465,1739.89
4084,2022-07-15,704,686,16008.35,7281.56,13151.14,9.48,2,0,0,30.0,0.554,-18,Stage 1,0.892,10216.35,0.455,0,0,False,False,False,False,False,False,True,0.2274954293738692,2.5,0.4754913628579589,0.2274954293738692,2073.16
4085,2021-07-09,672,648,12226.82,1222.68,,12.93,10,0,0,42.4,,-24,Stage 1,0.689,1222.68,0.1,0,0,True,False,False,True,False,True,False,0.36115061562115985,1.4666666666666668,0.4816961459092902,0.36115061562115985,304.24
4086,2021-07-24,634,610,15949.9,8071.02,,3.63,22,1,0,41.9,,-24,Stage 2,0.638,8071.02,0.506,0,0,True,False,False,False,False,True,False,0.5582595238420869,1.5083333333333333,0.7083957479330889,0.7083957479330889,3647.75
4087,2023-08-26,643,622,8008.66,5640.51,,4.83,14,0,0,16.5,,-21,Stage 1,0.452,5640.51,0.704,0,0,True,False,False,False,False,False,False,0.5265104989851113,3.625,0.9334726795323511,0.5265104989851113,1342.34
4088,2021-02-13,606,591,10714.84,1071.48,,7.34,42,0,0,47.3,,-15,Stage 2,0.941,1071.48,0.1,0,0,True,False,True,False,False,False,True,0.7344107384567531,1.0583333333333336,0.7541768433325009,0.7541768433325009,760.41
4089,2023-10-01,655,650,3934.54,2944.23,4806.1,13.19,12,0,0,15.3,0.613,-5,Stage 1,0.872,3875.16,0.748,0,0,False,False,False,False,True,False,False,0.45865901765156225,3.7249999999999996,0.8983332062559649,0.45865901765156225,1549.87
4090,2024-08-16,665,646,7347.69,6945.14,,11.37,6,0,0,4.6,,-19,Stage 1,0.844,6945.14,0.945,0,0,True,False,True,False,True,False,False,0.38881515463711847,4.616666666666667,0.8970016981429672,0.38881515463711847,2279.12
4091,2023-10-16,654,641,4178.69,3360.02,7983.29,8.63,19,0,0,14.8,0.421,-13,Stage 1,0.668,5671.66,0.804,0,0,False,False,False,True,False,True,False,0.47250217265384825,3.7666666666666666,0.9101127949693678,0.47250217265384825,1790.15
4092,2022-10-02,683,671,9732.5,3881.25,,10.82,11,0,0,27.4,,-12,Stage 1,0.464,3881.25,0.399,0,0,True,False,False,False,False,False,False,0.3652544204165931,2.716666666666667,0.7091097636540675,0.3652544204165931,657.79
4093,2023-09-21,675,658,7346.33,3923.92,,11.52,10,0,0,15.6,,-17,Stage 1,0.464,3923.92,0.534,0,0,True,False,False,True,False,False,False,0.403380517475013,3.7,0.8520617438713194,0.403380517475013,734.43
4094,2022-12-02,693,684,21396.44,5848.62,17089.54,10.55,9,0,0,25.4,0.342,-9,Stage 1,0.45,11469.08,0.273,0,0,False,True,False,False,False,False,False,0.37609052614009103,2.8833333333333333,0.743393754026382,0.37609052614009103,1941.04
4095,2024-07-26,736,735,22811.28,20680.39,,12.25,0,0,0,5.3,,-1,Stage 1,0.858,20680.39,0.907,0,0,True,False,False,True,False,False,True,0.16956755334887227,4.558333333333334,0.5712914504603952,0.16956755334887227,3008.77
4096,2022-12-14,715,726,14573.46,9553.7,,9.53,4,0,0,25.0,,11,Stage 1,0.882,9553.7,0.656,0,0,True,False,False,False,False,False,True,0.22299102334263868,2.9166666666666665,0.5209186417692935,0.22299102334263868,1879.0
4097,2024-11-09,737,747,22319.14,21350.7,,10.47,1,0,0,1.8,,10,Stage 1,0.408,21350.7,0.957,0,0,True,True,False,False,False,False,False,0.23562770972026081,4.85,0.7283379749258423,0.23562770972026081,2052.57
4098,2022-09-29,629,620,15592.82,3957.32,,10.49,27,0,0,27.5,,-9,Stage 1,0.863,3957.32,0.254,0,0,True,False,True,False,True,False,False,0.6199621944007474,2.7083333333333335,0.9272168376350737,0.6199621944007474,2117.27
4099,2023-03-15,649,628,8271.49,3260.54,,7.77,25,1,0,21.9,,-21,Stage 2,0.869,3260.54,0.394,0,0,True,True,False,False,True,False,False,0.5501641665068744,3.175,0.920850786753188,0.920850786753188,2609.15
4100,2021-11-07,719,699,13520.12,5643.91,,8.6,4,0,0,38.4,,-20,Stage 1,0.901,5643.91,0.417,0,0,True,False,False,False,False,False,True,0.18095057045748691,1.8000000000000003,0.3018347931216172,0.18095057045748691,920.16
4101,2023-05-28,720,715,34878.21,21033.84,,10.53,1,0,0,19.5,,-5,Stage 1,0.408,21033.84,0.603,0,0,True,False,False,False,False,False,False,0.23594517711654747,3.375,0.5967770340219458,0.23594517711654747,2024.84
4102,2023-05-07,639,601,25117.77,18552.46,,6.07,21,0,1,20.2,,-38,Stage 2,0.81,18552.46,0.739,0,1,True,False,False,True,True,False,False,0.566834610307047,3.3166666666666664,0.937640647048928,0.937640647048928,14090.39
4103,2021-10-01,716,705,12950.39,7799.04,,6.83,1,0,0,39.6,,-11,Stage 1,0.84,7799.04,0.602,0,0,True,False,True,False,True,False,False,0.22307175308451213,1.6999999999999997,0.3489002186946971,0.22307175308451213,1461.39
4104,2022-06-15,623,605,2578.08,1572.36,,8.22,34,0,0,31.0,,-18,Stage 2,0.935,1572.36,0.61,0,0,True,False,False,False,False,False,True,0.6198602168798931,2.4166666666666665,0.9034253751837766,0.9034253751837766,1328.18
4105,2021-01-17,708,687,42625.24,4262.52,,9.16,3,0,0,48.2,,-21,Stage 1,0.912,4262.52,0.1,0,0,True,False,False,False,False,False,True,0.1881886321680869,1.0,0.1881886321680869,0.1881886321680869,731.57
4106,2022-12-19,678,666,11332.91,5733.62,,8.94,5,0,0,24.8,,-12,Stage 1,0.851,5733.62,0.506,0,0,True,False,True,False,True,False,False,0.3531022185588802,2.933333333333333,0.7213122103766803,0.3531022185588802,1722.9
4107,2023-11-20,596,578,27454.95,21800.26,48943.2,8.95,26,0,0,13.6,0.445,-18,Stage 1,0.407,35371.73,0.794,0,0,False,False,True,False,False,False,False,0.7999000860616591,3.8666666666666667,0.9980131975487124,0.7999000860616591,11515.6
4108,2022-04-15,653,634,12595.37,1259.54,,9.4,14,0,0,33.1,,-19,Stage 1,0.889,1259.54,0.1,0,0,True,False,False,True,True,False,False,0.4651578227401174,2.2416666666666667,0.7540920924061533,0.4651578227401174,520.85
4109,2023-03-22,810,813,30299.04,19439.58,42851.17,8.3,8,0,0,21.7,0.454,3,Stage 1,0.809,31145.38,0.642,0,0,False,True,False,False,True,False,False,0.07036743923983652,3.1916666666666664,0.20775352127307556,0.07036743923983652,1773.02
4110,2024-08-20,692,686,15891.24,14424.56,,6.95,7,0,0,4.5,,-6,Stage 1,0.417,14424.56,0.908,0,0,True,False,True,False,False,False,False,0.3529940875552313,4.625,0.8665094098019472,0.3529940875552313,2123.27
4111,2022-07-09,818,839,2841.49,961.05,,9.11,9,0,0,30.2,,21,Stage 1,0.942,961.05,0.338,0,0,True,False,False,False,False,False,True,0.04621043842288592,2.4833333333333334,0.11085238051119883,0.04621043842288592,41.83
4112,2021-04-03,593,569,10406.5,3849.4,,10.92,35,0,0,45.6,,-24,Stage 2,0.464,3849.4,0.37,0,0,True,False,True,False,False,False,False,0.8020494929628269,1.1999999999999997,0.8568247526061229,0.8568247526061229,1530.39
4113,2023-06-01,725,723,16054.11,11758.25,,11.58,1,1,0,19.3,,-2,Stage 2,0.424,11758.25,0.732,0,0,True,False,False,False,False,False,False,0.22307876165342727,3.3916666666666666,0.5751894402430157,0.5751894402430157,2867.61
4114,2022-08-01,527,489,14678.85,2083.89,,3.03,72,1,0,29.5,,-38,Stage 2,0.48,2083.89,0.142,0,1,True,False,False,True,False,False,False,0.9460799331567047,2.5416666666666665,0.9994022324681312,0.9994022324681312,999.67
4115,2022-09-23,679,671,25092.64,11270.75,,6.03,8,0,0,27.7,,-8,Stage 1,0.426,11270.75,0.449,0,0,True,True,False,False,False,False,False,0.4384205896299699,2.691666666666667,0.7884084028093639,0.4384205896299699,2105.01
4116,2023-04-01,717,714,15899.61,10429.61,,11.83,2,0,0,21.4,,-3,Stage 1,0.879,10429.61,0.656,0,0,True,False,False,True,False,False,True,0.21469375295027382,3.216666666666667,0.5404046584329714,0.21469375295027382,1968.23
4117,2022-08-07,730,727,13175.46,8156.14,18307.65,8.16,2,0,0,29.3,0.446,-3,Stage 1,0.838,13231.9,0.619,0,0,False,False,True,False,True,False,False,0.19361218326517995,2.558333333333333,0.42335531741513577,0.19361218326517995,2146.84
4118,2023-04-26,632,628,4888.81,3804.11,,3.49,14,0,0,20.5,,-4,Stage 1,0.665,3804.11,0.778,0,0,True,False,False,False,False,True,False,0.5398566854241006,3.291666666666667,0.9223115407153036,0.5398566854241006,1365.69
4119,2024-03-31,742,733,39919.49,29328.75,,12.67,2,0,0,9.2,,-9,Stage 1,0.853,29328.75,0.735,0,0,True,False,True,False,False,False,True,0.16040223828032235,4.233333333333333,0.5229450732620267,0.16040223828032235,4012.85
4120,2023-04-22,647,628,10089.44,7031.67,18919.5,12.02,21,0,0,20.7,0.372,-19,Stage 1,0.444,12975.58,0.697,0,0,False,False,True,False,False,False,False,0.5767633973943422,3.2750000000000004,0.9401505664843741,0.5767633973943422,3322.82
4121,2021-11-24,670,668,7812.58,2139.32,,5.45,9,0,0,37.8,,-2,Stage 1,0.879,2139.32,0.274,0,0,True,False,True,False,True,False,False,0.4137172860858011,1.85,0.6276099095018786,0.4137172860858011,777.98
4122,2022-12-31,654,633,5421.05,4001.41,,5.48,18,1,0,24.4,,-21,Stage 2,0.863,4001.41,0.738,0,0,True,False,True,False,True,False,False,0.4837132756701884,2.966666666666667,0.8593164965791111,0.8593164965791111,2967.41
4123,2021-09-11,611,595,7099.15,709.91,,17.95,39,0,0,40.3,,-16,Stage 2,0.495,709.91,0.1,0,0,True,True,False,False,False,False,False,0.7802353892865159,1.641666666666667,0.9168783824098867,0.9168783824098867,322.2
4124,2022-07-25,774,790,23666.6,12665.0,25454.59,6.25,1,0,0,29.7,0.498,16,Stage 1,0.872,19059.79,0.535,0,0,False,False,False,False,False,False,True,0.09558875265517741,2.525,0.22406733430347292,0.09558875265517741,1588.7
4125,2022-06-28,682,676,3530.72,382.05,770.25,12.65,6,0,0,30.6,0.496,-6,Stage 1,0.498,576.15,0.108,0,0,False,False,True,False,False,False,False,0.40091626461312113,2.4499999999999997,0.7150002716142052,0.40091626461312113,115.03
4126,2023-05-01,745,743,9238.58,4284.48,,13.63,1,0,0,20.4,,-2,Stage 1,0.861,4284.48,0.464,0,0,True,False,False,False,True,False,False,0.13054947271644646,3.3,0.36975691669653354,0.13054947271644646,481.59
4127,2021-04-30,742,734,1860.8,186.08,,4.64,1,0,0,44.7,,-8,Stage 1,0.9,186.08,0.1,0,0,True,True,False,False,True,False,False,0.1675861095785836,1.275,0.20853332899304,0.1675861095785836,28.07
4128,2023-09-02,621,610,6398.8,4933.53,9194.96,6.27,25,0,0,16.2,0.537,-11,Stage 1,0.906,7064.24,0.771,0,0,False,False,False,False,False,False,True,0.6188075101177688,3.6500000000000004,0.9704078291684022,0.6188075101177688,3960.49
4129,2023-04-02,752,737,7630.59,5380.49,,12.09,1,0,0,21.3,,-15,Stage 1,0.653,5380.49,0.705,0,0,True,False,False,False,False,True,False,0.10415651530075201,3.2249999999999996,0.29862763537301684,0.10415651530075201,365.95
4130,2022-05-29,710,685,6989.11,2083.38,,4.91,2,0,1,31.6,,-25,Stage 1,0.48,2083.38,0.298,0,0,True,True,False,False,False,False,False,0.268605910997167,2.3666666666666667,0.5230292402564526,0.268605910997167,268.61
4131,2023-09-06,617,585,5405.28,4323.92,,5.79,18,0,0,16.1,,-32,Stage 2,0.661,4323.92,0.8,0,1,True,False,True,False,False,True,False,0.6132124397870062,3.658333333333333,0.9690374380667619,0.9690374380667619,2769.62
4132,2021-04-07,706,695,32604.41,3260.44,,8.41,4,0,0,45.5,,-11,Stage 1,0.869,3260.44,0.1,0,0,True,False,False,False,True,False,False,0.21914607723461924,1.2083333333333335,0.25836792577358614,0.21914607723461924,620.91
4133,2023-05-21,618,583,7645.41,5851.25,,8.62,28,0,0,19.7,,-35,Stage 2,0.65,5851.25,0.765,0,1,True,False,False,True,False,True,False,0.6371282013497251,3.3583333333333334,0.9667719729689336,0.9667719729689336,3676.94
4134,2024-10-25,776,796,22900.66,21653.48,,12.27,1,0,0,2.3,,20,Stage 1,0.407,21653.48,0.946,0,0,True,False,False,False,False,False,False,0.1166687248451078,4.808333333333334,0.4492628851314333,0.1166687248451078,1028.2
4135,2024-12-11,728,712,8546.99,8433.51,,10.69,2,0,0,0.7,,-16,Stage 1,0.437,8433.51,0.987,0,0,True,False,True,False,False,False,False,0.19332472118197241,4.941666666666666,0.654111349168842,0.19332472118197241,712.49
4136,2021-09-14,675,669,4204.66,420.47,,9.62,9,0,0,40.2,,-6,Stage 1,0.898,420.47,0.1,0,0,True,False,False,True,True,False,False,0.39095430762929595,1.65,0.5587626219720789,0.39095430762929595,147.62
4137,2021-05-08,755,743,20330.64,2033.06,5916.45,8.56,2,0,0,44.5,0.344,-12,Stage 1,0.93,3974.76,0.1,0,0,False,False,True,False,False,False,True,0.11434740747122803,1.2916666666666665,0.14516579915738037,0.11434740747122803,422.69
4138,2024-10-14,585,557,27036.89,26031.05,,5.85,37,0,1,2.6,,-28,Stage 2,0.854,26031.05,0.963,0,0,True,False,False,False,False,False,True,0.7808274938231926,4.783333333333333,0.9992973160199343,0.9992973160199343,22214.9
4139,2024-03-25,635,615,4162.35,3670.9,,12.65,21,0,0,9.4,,-20,Stage 1,0.866,3670.9,0.882,0,0,True,True,False,False,True,False,False,0.5858234503834242,4.216666666666667,0.9756892205811927,0.5858234503834242,1862.33
4140,2021-02-26,664,636,18853.45,1885.34,,9.42,13,0,0,46.8,,-28,Stage 1,0.482,1885.34,0.1,0,0,True,False,True,False,False,False,False,0.45164267581415024,1.1,0.48361928634995277,0.45164267581415024,410.42
4141,2022-08-05,814,817,10100.89,6563.64,,10.97,3,0,0,29.3,,3,Stage 1,0.896,6563.64,0.65,0,0,True,False,True,False,False,False,True,0.04784851087715275,2.558333333333333,0.11788952284896625,0.04784851087715275,281.4
4142,2022-07-10,615,606,44152.24,7656.63,,9.66,31,0,0,30.2,,-9,Stage 2,0.64,7656.63,0.173,0,0,True,True,False,False,False,True,False,0.6792705863893282,2.4833333333333334,0.9406285034973196,0.9406285034973196,4609.31
4143,2022-12-25,577,547,25454.48,8095.85,,9.34,55,0,0,24.6,,-30,Stage 2,0.838,8095.85,0.318,0,0,True,False,False,False,True,False,False,0.8145710768929686,2.9499999999999997,0.9930637688983293,0.9930637688983293,6737.26
4144,2022-10-15,593,569,35572.31,11248.79,20119.89,9.31,39,0,0,27.0,0.559,-24,Stage 2,0.626,15684.34,0.316,0,0,False,False,True,False,False,True,False,0.7585136099237858,2.75,0.9799111621495042,0.9799111621495042,9621.16
4145,2024-01-05,734,730,8650.1,6801.56,18033.36,9.01,2,0,0,12.1,0.377,-4,Stage 1,0.445,12417.46,0.786,0,0,False,False,False,False,False,False,False,0.1837330883943714,3.9916666666666667,0.5553037158928031,0.1837330883943714,1015.27
4146,2021-06-07,644,628,37054.55,7937.35,,8.58,19,1,0,43.5,,-16,Stage 2,0.889,7937.35,0.214,0,0,True,False,False,False,False,False,True,0.49884699137861155,1.375,0.6132242649344981,0.6132242649344981,4327.1
4147,2021-03-26,670,636,21871.37,7563.26,,7.2,9,0,0,45.9,,-34,Stage 2,0.441,7563.26,0.346,0,1,True,False,False,False,False,False,False,0.41482528595820467,1.1750000000000003,0.467204530686382,0.467204530686382,1558.31
4148,2021-11-18,725,724,14379.97,1854.63,,10.59,2,0,0,38.0,,-1,Stage 1,0.682,1854.63,0.129,0,0,True,True,False,False,False,True,False,0.20354589914674273,1.8333333333333335,0.34113761600650305,0.20354589914674273,257.46
4149,2021-11-05,670,659,20312.51,11326.4,21836.06,12.37,5,0,0,38.4,0.519,-11,Stage 1,0.426,16581.23,0.558,0,0,False,False,False,False,False,False,False,0.4444135608081862,1.8000000000000003,0.6528214008968656,0.4444135608081862,3139.16
4150,2021-10-11,692,679,5336.3,533.63,893.11,9.72,2,0,0,39.3,0.597,-13,Stage 1,0.497,713.37,0.1,0,0,False,False,False,False,False,False,False,0.32258254176954904,1.725,0.4892277854486684,0.32258254176954904,114.37
4151,2023-12-02,712,715,14489.57,11820.72,,13.81,3,0,0,13.2,,3,Stage 1,0.824,11820.72,0.816,0,0,True,False,False,True,True,False,False,0.24880933075685843,3.9000000000000004,0.6723382694205233,0.24880933075685843,2423.47
4152,2023-09-30,654,647,10028.95,5696.99,,7.62,19,0,0,15.3,,-7,Stage 1,0.851,5696.99,0.568,0,0,True,False,False,True,True,False,False,0.4903465246893417,3.7249999999999996,0.9187919022095047,0.4903465246893417,2377.27
4153,2021-05-14,670,658,27318.52,2731.85,5473.16,15.44,8,0,0,44.3,0.499,-12,Stage 1,0.474,4102.5,0.1,0,0,False,False,False,True,False,False,False,0.4416425795148414,1.3083333333333336,0.5334728578977059,0.4416425795148414,858.81
