loan_id,default_flag,orig_credit_score,current_credit_score,credit_score_change,original_balance,current_balance,balance_to_original_ratio,interest_rate,months_on_book,days_past_due,watchlist_flag,high_utilization_flag,score_deteriorated_flag,loan_type_term,region_North,region_South,region_West,loan_purpose_debt_consolidation,loan_purpose_home_improvement,loan_purpose_personal,credit_score_band_Fair,credit_score_band_Good,credit_score_band_Very Good,credit_score_band_Excellent,dpd_bucket_1-30,dpd_bucket_31-60,dpd_bucket_61-90,dpd_bucket_90+
6442,0,683,632,-51,2857.66,320.18,0.112,9.47,30.4,9,0,0,1,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False
6443,0,626,600,-26,10336.55,3998.65,0.387,9.76,23.4,9,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
6444,0,536,498,-38,18879.53,6866.59,0.364,12.81,22.4,21,0,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
6445,0,664,621,-43,26769.42,21115.84,0.789,13.79,9.7,7,0,0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
6446,0,599,545,-54,24976.44,4145.85,0.166,9.03,28.0,12,0,0,1,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
6447,0,701,653,-48,14739.32,2764.1,0.188,8.91,27.2,6,0,0,1,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
6448,0,615,596,-19,2357.45,1265.41,0.537,6.21,22.5,19,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
6449,0,677,629,-48,13291.5,3581.84,0.269,8.69,31.8,7,0,0,1,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False
6450,0,662,627,-35,10521.55,4472.0,0.425,13.63,37.4,10,0,0,1,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
6451,0,635,593,-42,10326.11,3270.35,0.317,8.04,42.6,12,0,0,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
6452,0,740,721,-19,19503.9,11723.62,0.601,3.36,25.2,1,0,0,0,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False
6453,0,611,592,-19,18192.95,14968.6,0.823,5.95,5.9,14,0,0,0,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False
6454,0,538,490,-48,10974.5,7544.86,0.687,7.66,30.8,23,0,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
6455,0,606,600,-6,9354.74,2783.87,0.298,6.77,33.5,8,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
6456,0,771,753,-18,22363.96,11262.31,0.504,10.89,26.3,0,0,0,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
6457,0,663,632,-31,11898.55,10452.45,0.878,10.37,10.7,3,0,0,1,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False
6458,0,745,713,-32,14512.2,7757.87,0.535,12.12,19.7,6,0,0,1,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False
6459,0,679,651,-28,15895.25,9955.22,0.626,8.09,22.2,9,0,0,0,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False
6460,0,752,746,-6,12005.49,9241.58,0.77,9.79,13.3,2,0,0,0,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
6461,0,630,627,-3,7456.29,6207.15,0.832,6.08,9.0,18,1,0,0,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False
6462,0,697,675,-22,19890.49,7442.2,0.374,8.13,22.8,4,0,0,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
6463,0,727,688,-39,49516.62,4951.66,0.1,9.09,33.5,10,0,0,1,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False
6464,1,604,568,-36,14458.39,1445.84,0.1,9.3,33.7,14,0,0,1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
6465,0,618,544,-74,18476.43,9900.3,0.536,11.77,27.2,12,0,0,1,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
6466,0,664,649,-15,5330.63,2318.89,0.435,10.22,29.5,12,0,0,0,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
6467,0,708,689,-19,3501.98,2682.6,0.766,8.73,17.9,9,0,0,0,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False
6468,0,632,606,-26,16184.33,10958.19,0.677,15.27,14.1,11,1,0,0,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False
6469,0,748,711,-37,13936.09,8647.48,0.621,6.05,25.7,0,0,0,1,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
6470,0,737,689,-48,3884.54,2028.15,0.522,11.7,21.6,2,0,0,1,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
6471,0,676,639,-37,10155.4,1015.54,0.1,9.02,38.6,12,0,0,1,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False
6472,0,706,669,-37,10271.19,4382.78,0.427,10.47,37.7,8,0,0,1,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
6473,0,723,693,-30,31712.98,25180.52,0.794,5.72,19.8,5,1,0,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
6474,0,731,722,-9,10350.91,2159.36,0.209,5.65,37.3,3,0,0,0,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False
6475,0,710,693,-17,9299.09,4977.6,0.535,8.14,27.9,7,0,0,0,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False
6476,0,645,650,5,10491.04,10277.26,0.98,8.88,1.2,13,0,0,0,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False
6477,0,581,528,-53,28451.97,11593.68,0.407,5.73,46.3,7,0,0,1,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
6478,0,689,667,-22,8157.24,2223.93,0.273,7.43,36.1,8,0,0,0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
6479,0,754,735,-19,16118.74,7509.48,0.466,9.96,23.3,1,0,0,0,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False
6480,0,759,755,-4,4429.71,442.97,0.1,7.09,47.2,1,0,0,0,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False
6481,0,699,698,-1,16134.54,11110.58,0.689,13.85,11.8,4,0,0,0,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
6482,0,652,589,-63,6607.05,2436.58,0.369,7.24,35.5,15,0,0,1,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
6483,0,735,721,-14,24699.44,20627.71,0.835,8.78,11.2,6,0,0,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
6484,0,614,606,-8,25659.33,13699.6,0.534,8.25,23.4,17,0,0,0,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False
6485,0,642,603,-39,46189.34,29903.46,0.647,5.23,29.1,6,0,0,1,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False
6486,0,594,564,-30,2395.24,833.71,0.348,8.86,27.3,13,0,0,0,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False
6487,0,739,720,-19,9629.63,1693.63,0.176,6.48,43.6,4,0,0,0,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False
6488,0,581,517,-64,13071.38,8144.97,0.623,12.48,13.8,17,0,0,1,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False
6489,0,704,691,-13,3941.47,2055.6,0.522,9.34,46.6,6,0,0,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
6490,0,819,826,7,1554.91,994.39,0.64,8.53,17.3,0,0,0,0,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False
6491,0,704,700,-4,46085.42,4608.54,0.1,7.97,43.4,7,1,0,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
6492,0,621,590,-31,50708.14,8710.64,0.172,12.3,48.5,12,0,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
6493,0,654,635,-19,8769.22,8202.08,0.935,9.21,3.1,14,0,0,0,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
6494,0,589,583,-6,40445.33,4044.53,0.1,5.76,44.9,9,0,0,0,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False
6495,0,626,591,-35,21457.24,18762.33,0.874,11.43,8.0,17,0,0,1,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False
6496,0,637,589,-48,26037.04,4895.9,0.188,11.18,28.1,12,1,0,1,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
6497,1,630,601,-29,36619.14,20004.35,0.546,6.3,44.9,12,1,0,0,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False
6498,0,688,652,-36,5910.39,3170.89,0.536,8.0,23.7,7,0,0,1,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False
6499,0,513,480,-33,20528.29,3072.37,0.15,15.35,42.3,30,0,0,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
6500,0,605,604,-1,8663.62,6632.15,0.766,9.92,16.5,12,0,0,0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False
6501,0,714,706,-8,23931.45,22946.15,0.959,20.3,4.0,3,1,0,0,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False
6502,0,805,797,-8,5132.65,1451.52,0.283,13.02,29.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6503,0,705,691,-14,2365.51,1078.21,0.456,16.52,22.6,5,0,0,0,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False
6504,0,629,584,-45,22645.82,10911.34,0.482,6.82,22.4,14,0,0,1,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False
6505,0,730,711,-19,2285.17,228.52,0.1,16.36,39.4,4,0,0,0,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
6506,0,745,709,-36,13371.71,6080.85,0.455,5.32,24.0,1,0,0,1,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
6507,0,634,590,-44,42425.53,4242.55,0.1,8.45,47.2,6,0,0,1,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False
6508,0,628,598,-30,19792.98,1979.3,0.1,6.84,42.1,12,0,0,0,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False
6509,0,776,732,-44,11386.26,8970.76,0.788,9.17,18.2,0,0,0,1,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
6510,0,615,553,-62,19518.86,2443.22,0.125,10.85,32.7,10,1,0,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
6511,0,785,802,17,21766.12,21419.33,0.984,8.72,0.9,0,0,0,0,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False
6512,0,713,690,-23,30011.14,3473.44,0.116,9.91,41.1,6,0,0,0,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False
6513,0,757,744,-13,1000.0,437.86,0.438,8.15,44.5,1,1,0,0,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False
6514,0,740,732,-8,7888.88,6213.19,0.788,10.66,12.2,2,0,0,0,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False
6515,0,742,724,-18,11497.75,8691.95,0.756,10.39,21.3,3,0,0,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
6516,0,611,589,-22,11153.58,6123.14,0.549,8.17,24.3,19,0,0,0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False
6517,0,723,705,-18,8433.63,7775.32,0.922,8.32,4.9,2,0,0,0,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False
6518,0,756,752,-4,21414.63,10722.37,0.501,5.34,17.4,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
6519,1,665,647,-18,22042.86,16389.3,0.744,9.44,16.1,9,0,0,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
6520,0,560,533,-27,13854.86,13486.02,0.973,10.44,2.2,15,0,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
6521,0,601,577,-24,9474.3,5416.95,0.572,11.92,38.5,19,0,0,0,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False
6522,0,585,531,-54,9014.71,2683.38,0.298,5.44,43.6,20,0,0,1,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False
6523,1,657,624,-33,11999.22,8951.58,0.746,6.54,9.3,10,0,0,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
6524,0,596,555,-41,19430.92,3922.12,0.202,10.73,36.4,16,1,0,1,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False
6525,0,642,625,-17,28779.55,17361.37,0.603,10.74,20.0,15,0,0,0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
6526,0,801,801,0,28076.64,13497.18,0.481,11.53,43.7,0,0,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
6527,0,730,717,-13,21033.02,6243.78,0.297,16.38,30.0,8,0,0,0,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False
6528,0,717,677,-40,8889.8,888.98,0.1,5.43,44.8,8,1,0,1,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False
6529,0,748,725,-23,18147.92,17817.57,0.982,6.89,0.7,2,0,0,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
6530,0,602,555,-47,5877.4,2109.46,0.359,9.62,24.6,12,0,0,1,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False
6531,0,623,602,-21,3610.13,1714.25,0.475,9.27,33.4,19,0,0,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
6532,0,686,679,-7,10496.6,1049.66,0.1,10.13,48.7,7,0,0,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
6533,0,639,598,-41,13367.6,7231.59,0.541,13.89,19.6,14,0,0,1,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
6534,0,657,633,-24,9155.06,8173.03,0.893,15.83,8.9,6,0,0,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
6535,0,717,705,-12,7102.86,710.29,0.1,6.74,48.0,3,0,0,0,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False
6536,0,736,712,-24,16299.42,3264.07,0.2,11.18,43.7,4,0,0,0,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
6537,0,712,694,-18,40316.88,35051.98,0.869,13.48,8.7,4,0,0,0,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
6538,0,748,740,-8,26583.04,2658.3,0.1,7.21,44.6,3,0,0,0,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
6539,0,520,472,-48,18672.65,8638.21,0.463,9.76,26.2,18,0,0,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
6540,0,800,786,-14,11702.88,5290.19,0.452,8.04,20.2,0,0,0,0,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False
6541,0,729,705,-24,27711.31,6087.27,0.22,4.33,39.1,8,0,0,0,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False
6542,0,658,654,-4,5586.91,2862.83,0.512,6.79,18.1,8,0,0,0,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False
6543,0,591,538,-53,30349.53,19118.39,0.63,8.52,24.6,12,0,0,1,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False
6544,0,669,627,-42,5485.36,548.54,0.1,13.31,40.5,7,0,0,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
6545,0,632,610,-22,1826.46,1089.84,0.597,10.07,34.4,12,0,0,0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
6546,0,752,715,-37,10442.1,8106.77,0.776,10.0,9.8,1,0,0,1,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False
6547,0,720,693,-27,10283.34,9806.07,0.954,8.73,2.3,5,0,0,0,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
6548,0,641,603,-38,11953.27,8670.81,0.725,9.77,21.4,12,0,0,1,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False
6549,1,595,588,-7,10422.43,10186.44,0.977,9.99,0.1,15,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
6550,0,665,646,-19,12329.43,4817.93,0.391,3.76,21.7,6,0,0,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
6551,0,740,704,-36,16960.0,13390.3,0.79,10.94,10.8,2,0,0,1,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False
6552,0,712,704,-8,20592.71,17268.18,0.839,8.94,12.5,2,0,0,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
6553,0,595,576,-19,9143.93,914.39,0.1,12.63,47.9,10,1,0,0,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False
6554,0,648,609,-39,7106.11,4649.03,0.654,6.28,12.7,19,0,0,1,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False
6555,0,738,714,-24,8319.0,1474.28,0.177,14.04,35.7,2,0,0,0,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False
6556,0,672,666,-6,16242.82,12481.26,0.768,6.48,11.8,12,0,0,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
6557,0,676,651,-25,17523.46,7898.76,0.451,12.51,27.8,12,0,0,0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
6558,0,793,721,-72,19907.09,4761.43,0.239,7.61,27.8,0,0,0,1,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
6559,0,615,553,-62,42275.84,4605.31,0.109,10.9,46.2,17,0,0,1,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False
6560,0,747,686,-61,10120.26,4050.71,0.4,12.99,43.4,2,0,0,1,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False
6561,0,654,621,-33,17719.96,6333.04,0.357,10.62,26.6,13,0,0,1,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
6562,0,657,629,-28,2729.74,1290.31,0.473,8.25,46.6,6,0,0,0,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False
6563,0,691,675,-16,18282.34,9591.51,0.525,7.49,24.2,4,1,0,0,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False
6564,0,699,681,-18,8169.35,5326.76,0.652,8.11,31.5,11,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
6565,0,716,679,-37,1000.0,807.18,0.807,5.5,9.0,5,0,0,1,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
6566,0,670,643,-27,11126.24,1112.62,0.1,9.64,44.4,12,0,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
6567,0,720,697,-23,5330.14,5178.67,0.972,12.83,1.0,2,0,0,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
6568,0,688,656,-32,1000.0,591.06,0.591,12.34,25.0,9,0,0,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False
6569,0,647,645,-2,5211.9,4272.41,0.82,12.84,11.8,12,0,0,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
6570,0,605,554,-51,16064.79,7829.39,0.487,11.32,25.4,14,0,0,1,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False
6571,0,718,699,-19,10557.53,1055.75,0.1,3.57,48.2,3,0,0,0,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False
6572,0,698,658,-40,10408.86,4225.99,0.406,7.95,40.4,6,0,0,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
6573,0,640,588,-52,24628.38,7546.75,0.306,10.6,32.1,9,0,0,1,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
6574,1,594,540,-54,20503.6,10062.55,0.491,7.68,28.2,16,0,0,1,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
6575,0,644,617,-27,12013.4,7722.47,0.643,8.04,20.2,10,0,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
6576,1,562,502,-60,33069.83,3306.98,0.1,9.7,37.7,29,1,0,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
6577,0,738,697,-41,4067.83,3739.0,0.919,9.14,4.1,0,1,0,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
6578,0,673,659,-14,4667.83,3773.78,0.808,11.06,14.8,6,0,0,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
6579,1,695,674,-21,38281.28,7388.18,0.193,6.69,38.9,5,0,0,0,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
6580,0,655,642,-13,1000.0,871.5,0.872,3.0,7.7,12,0,0,0,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False
6581,0,786,763,-23,3696.27,1613.47,0.437,5.83,38.6,1,0,0,0,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False
6582,0,722,702,-20,1111.29,786.19,0.707,12.93,21.3,6,0,0,0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
6583,0,657,628,-29,15512.8,14818.76,0.955,9.32,3.4,12,0,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
6584,0,659,627,-32,30681.68,29787.47,0.971,8.1,2.0,17,0,0,1,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False
6585,0,642,621,-21,34581.74,29749.63,0.86,12.99,7.6,14,0,0,0,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False
6586,0,671,625,-46,2762.88,511.45,0.185,4.71,43.3,10,0,0,1,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
6587,0,703,670,-33,9763.04,9504.2,0.973,12.15,1.5,6,0,0,1,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
6588,0,700,697,-3,26369.9,10441.61,0.396,10.41,21.7,5,0,0,0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
6589,0,663,625,-38,30748.74,3074.87,0.1,11.6,48.1,7,0,0,1,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
6590,0,767,775,8,53815.11,19021.09,0.353,10.45,24.7,0,0,0,0,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False
6591,0,559,519,-40,22914.06,22497.77,0.982,11.67,1.2,18,0,0,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
6592,0,644,630,-14,6682.46,4923.34,0.737,10.58,14.9,10,0,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
6593,0,721,693,-28,34871.76,10754.17,0.308,10.15,47.1,7,0,0,0,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False
6594,0,764,722,-42,14335.37,10302.34,0.719,10.38,11.5,1,0,0,1,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False
6595,0,691,676,-15,10304.13,1030.41,0.1,5.66,42.0,7,0,0,0,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False
6596,0,769,746,-23,13791.78,1489.89,0.108,6.67,42.9,0,0,0,0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False
6597,0,782,788,6,1292.61,129.26,0.1,16.95,34.8,0,0,0,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
6598,0,658,639,-19,11956.48,4595.29,0.384,6.87,22.0,6,0,0,0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
6599,0,629,592,-37,1509.12,869.43,0.576,5.8,18.1,11,0,0,1,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False
6600,0,628,610,-18,9087.23,6937.57,0.763,7.8,13.1,14,0,0,0,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False
6601,0,594,535,-59,12474.48,8297.26,0.665,7.01,11.6,14,0,0,1,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
6602,0,606,575,-31,31546.07,12789.19,0.405,5.97,41.1,16,0,0,1,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
6603,0,623,606,-17,8430.49,5902.52,0.7,11.1,19.2,17,0,0,0,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False
6604,0,610,570,-40,2201.43,220.14,0.1,8.29,48.2,13,0,0,1,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False
6605,0,741,712,-29,49919.64,15630.73,0.313,5.28,37.1,3,0,0,0,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False
6606,0,653,596,-57,13670.1,10536.07,0.771,6.97,16.5,14,0,0,1,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
6607,0,596,583,-13,3602.08,3012.65,0.836,5.5,9.1,10,1,0,0,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False
6608,0,656,627,-29,15920.0,9325.57,0.586,7.77,33.5,15,0,0,0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
6609,0,695,675,-20,19918.05,11867.83,0.596,11.34,29.2,7,0,0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
6610,0,664,644,-20,11252.37,2910.33,0.259,8.92,38.2,11,0,0,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
6611,0,666,646,-20,8313.43,3772.67,0.454,10.43,28.0,12,0,0,0,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
6612,0,570,544,-26,13441.86,2211.23,0.165,9.91,39.8,20,0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
6613,0,734,729,-5,11661.87,1831.23,0.157,8.82,43.8,6,0,0,0,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False
6614,0,658,637,-21,20654.55,8849.85,0.428,9.74,32.2,6,0,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
6615,0,601,551,-50,25336.88,13240.27,0.523,10.52,38.6,11,0,0,1,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False
6616,0,673,634,-39,31317.11,26735.86,0.854,5.81,5.3,7,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
6617,0,650,613,-37,24296.26,20102.03,0.827,12.51,12.8,13,0,0,1,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False
6618,0,687,650,-37,51652.97,44477.98,0.861,13.1,8.5,8,0,0,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
6619,0,833,830,-3,36629.67,28839.22,0.787,6.89,10.7,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
6620,0,635,599,-36,5949.19,5694.56,0.957,10.89,2.6,12,0,0,1,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
6621,0,724,712,-12,18344.59,1834.46,0.1,9.0,42.6,5,0,0,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
6622,0,660,618,-42,5157.98,2498.37,0.484,8.02,17.8,10,0,0,1,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False
6623,0,656,653,-3,17393.64,3709.17,0.213,14.86,29.8,12,0,0,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
6624,0,755,725,-30,13448.71,1766.34,0.131,7.67,39.6,4,0,0,0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
6625,0,690,659,-31,25558.37,7128.43,0.279,7.51,38.2,4,0,0,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
6626,0,776,775,-1,39873.24,30063.45,0.754,9.12,10.2,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
6627,0,676,652,-24,7171.58,717.16,0.1,8.08,44.0,9,0,0,0,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False
6628,0,761,736,-25,14164.54,9939.79,0.702,5.01,23.1,2,0,0,0,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
6629,0,659,629,-30,9419.85,3122.45,0.331,7.27,43.4,13,0,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
6630,0,638,610,-28,16043.06,15670.66,0.977,11.68,0.3,18,0,0,0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False
6631,0,706,674,-32,9818.36,8399.59,0.855,9.59,6.2,6,0,0,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
6632,0,687,649,-38,22368.39,21858.14,0.977,9.63,0.1,4,0,0,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
