loan_id,loan_type,region,loan_purpose,origination_date,orig_credit_score,current_credit_score,original_balance,current_balance,credit_limit,interest_rate,days_past_due,watchlist_flag,default_flag,months_on_book,utilization,credit_score_change
6267,revolving,South,home_improvement,2024-11-18,669,619,18478.58,17671.93,52889.45,9.98,7,0,0,1.5,0.334,-50
6268,term,North,debt_consolidation,2022-02-03,690,669,29443.81,5124.32,,11.28,9,1,0,35.4,,-21
6269,term,East,debt_consolidation,2023-04-09,659,624,20783.89,14636.18,,3.77,6,0,0,21.1,,-35
6270,term,North,personal,2023-01-05,724,682,7231.83,2370.27,,12.02,6,0,0,24.2,,-42
6271,revolving,South,personal,2023-04-16,669,664,30777.82,21357.15,35829.8,7.38,8,0,1,20.9,0.596,-5
6272,revolving,North,debt_consolidation,2022-04-12,693,666,12390.11,1239.01,3494.31,8.21,8,0,1,33.2,0.355,-27
6273,term,North,auto,2022-05-07,702,651,16496.1,9576.29,,7.85,6,0,0,32.3,,-51
6274,term,South,personal,2021-04-09,614,578,13037.17,2408.9,,7.91,12,0,0,45.4,,-36
6275,term,East,auto,2022-12-09,678,620,33069.84,14971.39,,8.22,10,0,0,25.1,,-58
6276,term,West,home_improvement,2023-04-30,735,702,12202.07,9275.66,,9.57,6,0,0,20.4,,-33
6277,revolving,South,personal,2021-03-20,850,850,14227.08,2574.02,5583.81,7.97,0,0,0,46.1,0.461,0
6278,revolving,East,debt_consolidation,2022-01-09,574,531,17407.32,6830.09,16463.2,13.56,14,0,0,36.3,0.415,-43
6279,revolving,East,personal,2024-06-23,642,594,5806.44,5117.92,8180.02,9.32,11,0,0,6.4,0.626,-48
6280,term,North,auto,2023-06-15,644,605,15907.78,10685.8,,10.42,17,0,0,18.9,,-39
6281,term,South,debt_consolidation,2022-02-07,605,580,15344.66,4165.29,,15.03,12,0,0,35.3,,-25
6282,term,East,debt_consolidation,2023-05-16,797,793,26564.93,14050.68,,11.45,0,0,0,19.9,,-4
6283,term,East,auto,2022-04-24,677,648,28324.39,18865.27,,17.35,8,0,0,32.8,,-29
6284,revolving,East,personal,2024-04-25,670,632,1449.57,1294.02,3059.85,8.27,10,0,0,8.4,0.423,-38
6285,term,North,home_improvement,2024-09-23,717,697,46077.82,43018.62,,11.42,4,0,0,3.3,,-20
6286,term,South,debt_consolidation,2022-04-09,645,599,14160.07,1416.01,,10.45,12,0,0,33.3,,-46
6287,term,North,debt_consolidation,2021-01-19,724,708,9712.73,3814.08,,9.69,2,1,0,48.1,,-16
6288,term,East,auto,2021-05-31,645,598,13591.14,1684.76,,10.54,13,0,0,43.7,,-47
6289,term,East,debt_consolidation,2023-01-16,763,728,19514.74,10620.68,,9.26,1,1,0,23.9,,-35
6290,term,West,debt_consolidation,2024-04-09,688,666,23134.98,20941.14,,11.49,7,0,0,8.9,,-22
6291,term,South,home_improvement,2021-11-20,763,755,24144.74,6990.49,,6.83,0,0,0,37.9,,-8
6292,term,South,debt_consolidation,2023-09-02,717,686,26960.82,21430.72,,5.45,3,0,0,16.2,,-31
6293,revolving,South,home_improvement,2021-02-15,540,522,16130.47,6515.42,9918.73,10.1,16,0,0,47.2,0.657,-18
6294,term,East,debt_consolidation,2023-05-07,607,588,13453.11,6530.39,,11.77,12,0,0,20.2,,-19
6295,term,East,home_improvement,2024-04-12,778,755,39800.17,29397.02,,10.72,0,0,0,8.8,,-23
6296,revolving,East,auto,2022-08-13,661,624,55454.01,28321.07,72086.77,4.07,9,0,0,29.1,0.393,-37
6297,term,South,auto,2022-01-31,574,540,6984.84,3687.94,,11.81,18,0,0,35.5,,-34
6298,term,West,home_improvement,2021-05-01,650,606,22500.08,2250.01,,9.05,16,0,0,44.7,,-44
6299,term,North,auto,2022-09-20,658,658,11380.92,4577.0,,12.63,10,0,0,27.8,,0
6300,term,North,personal,2024-07-25,756,742,5913.44,5197.43,,4.79,0,0,0,5.3,,-14
6301,term,West,home_improvement,2023-12-25,630,620,6600.27,4227.81,,12.5,19,0,0,12.4,,-10
6302,revolving,East,debt_consolidation,2021-07-30,673,633,18260.08,3687.41,10551.93,8.83,10,0,0,41.7,0.349,-40
6303,term,East,debt_consolidation,2023-01-12,746,749,8506.12,3124.75,,15.49,4,0,0,24.0,,3
6304,term,West,debt_consolidation,2022-09-25,652,622,8057.06,4847.92,,10.06,10,0,0,27.6,,-30
6305,term,West,personal,2024-10-20,629,614,21921.92,21052.55,,11.03,8,0,0,2.4,,-15
6306,revolving,North,auto,2021-12-02,702,693,9691.9,4217.01,6372.12,7.38,7,0,0,37.5,0.662,-9
6307,term,North,personal,2023-10-27,727,725,34623.69,23299.15,,8.07,4,0,0,14.4,,-2
6308,term,East,home_improvement,2021-04-02,676,661,6783.63,2025.7,,8.5,8,0,0,45.7,,-15
6309,term,West,personal,2022-07-31,718,692,1324.14,421.05,,9.35,6,0,0,29.5,,-26
6310,term,South,auto,2024-11-05,648,627,4668.54,4561.02,,8.28,14,0,0,1.9,,-21
6311,term,East,personal,2024-12-07,562,519,19528.27,19125.91,,10.92,28,0,0,0.8,,-43
6312,term,South,debt_consolidation,2023-04-17,732,706,12667.1,8250.71,,12.33,3,1,0,20.8,,-26
6313,term,North,debt_consolidation,2023-09-22,619,591,8029.26,4965.13,,10.78,8,0,0,15.6,,-28
6314,revolving,West,debt_consolidation,2024-03-29,644,588,9471.75,8217.59,23644.79,9.71,4,0,0,9.3,0.348,-56
6315,term,North,debt_consolidation,2021-03-20,694,684,3842.29,384.23,,8.02,6,0,0,46.1,,-10
6316,revolving,North,debt_consolidation,2023-10-31,738,707,22931.87,16174.89,41118.81,3.0,2,0,0,14.3,0.393,-31
6317,term,North,debt_consolidation,2022-12-23,675,627,11217.65,6136.2,,11.17,10,0,0,24.7,,-48
6318,term,East,home_improvement,2022-06-27,649,614,11137.21,7515.66,,6.84,11,0,0,30.6,,-35
6319,revolving,North,personal,2021-05-04,769,764,16458.77,8488.92,16620.88,7.44,0,0,0,44.6,0.511,-5
6320,revolving,South,auto,2024-11-26,661,632,30569.49,29565.68,60064.4,7.35,7,0,0,1.2,0.492,-29
6321,revolving,South,debt_consolidation,2022-12-11,664,611,2571.52,1506.61,3461.87,9.85,18,1,0,25.1,0.435,-53
6322,revolving,East,auto,2023-01-07,585,577,14679.13,10564.09,30582.16,12.22,15,0,0,24.2,0.345,-8
6323,term,West,personal,2021-09-18,687,656,47536.87,4753.69,,6.91,9,0,0,40.0,,-31
6324,revolving,West,debt_consolidation,2024-07-23,766,725,27131.52,23459.17,67221.4,4.32,2,0,0,5.4,0.349,-41
6325,revolving,North,home_improvement,2021-01-26,592,543,14656.83,2306.87,4893.25,10.01,18,0,0,47.9,0.471,-49
6326,term,North,personal,2024-03-14,637,579,4625.18,3924.09,,5.43,11,0,0,9.8,,-58
6327,term,South,home_improvement,2021-02-11,677,662,18222.68,1822.27,,7.6,7,1,0,47.3,,-15
6328,term,North,personal,2023-10-15,712,670,9725.67,7462.6,,6.33,13,0,0,14.8,,-42
6329,term,South,debt_consolidation,2023-01-26,698,657,16500.43,4957.93,,9.2,5,0,0,23.5,,-41
6330,term,South,auto,2023-06-29,682,694,1955.38,896.4,,10.37,10,0,0,18.4,,12
6331,term,East,home_improvement,2024-01-11,640,604,18333.86,12942.22,,10.79,9,1,0,11.9,,-36
6332,term,West,home_improvement,2023-05-13,762,734,4581.49,2171.85,,8.36,0,0,0,20.0,,-28
6333,term,East,home_improvement,2024-08-27,553,521,47399.99,45191.96,,13.2,20,0,0,4.2,,-32
6334,term,East,auto,2022-10-17,748,697,21507.28,11747.59,,6.57,1,0,0,26.9,,-51
6335,revolving,North,auto,2024-02-05,801,804,21255.43,18099.24,39124.88,5.34,0,0,0,11.0,0.463,3
6336,revolving,North,auto,2021-10-16,724,697,19976.28,9368.19,26470.24,5.83,7,0,0,39.1,0.354,-27
6337,revolving,West,personal,2022-12-21,644,623,10024.28,7279.42,13671.16,16.83,12,0,0,24.7,0.532,-21
6338,revolving,North,personal,2022-10-04,697,671,13935.5,7348.79,18459.13,5.35,8,0,0,27.3,0.398,-26
6339,revolving,West,personal,2021-03-25,610,589,24847.53,11413.11,27428.29,12.65,18,0,0,45.9,0.416,-21
6340,term,West,home_improvement,2022-10-02,622,581,6254.52,2603.56,,8.23,10,0,0,27.4,,-41
6341,term,West,debt_consolidation,2022-04-16,712,692,14095.66,5797.93,,11.36,6,0,0,33.0,,-20
6342,term,North,home_improvement,2021-06-01,714,720,7497.38,1276.63,,3.0,5,0,0,43.7,,6
6343,revolving,East,home_improvement,2022-10-24,702,651,20083.76,13874.57,22883.07,7.79,4,0,0,26.7,0.606,-51
6344,term,South,debt_consolidation,2022-06-27,608,616,5474.67,1632.25,,10.97,23,0,0,30.6,,8
6345,term,South,debt_consolidation,2024-07-16,821,822,43297.71,36754.44,,10.64,0,0,0,5.6,,1
6346,term,East,home_improvement,2022-07-19,714,685,24119.47,12480.7,,13.49,6,0,0,29.9,,-29
6347,term,South,debt_consolidation,2022-05-07,672,623,17178.29,10283.9,,4.41,15,0,0,32.3,,-49
6348,term,East,debt_consolidation,2022-07-06,684,631,17084.01,11136.7,,10.77,4,0,0,30.3,,-53
6349,revolving,West,debt_consolidation,2021-10-10,643,594,9270.64,3638.06,5822.22,9.79,10,0,0,39.3,0.625,-49
6350,term,North,auto,2023-09-07,628,603,16107.83,11243.27,,8.58,15,0,0,16.1,,-25
6351,term,East,home_improvement,2024-08-12,828,808,2120.0,1960.94,,9.16,1,0,0,4.7,,-20
6352,term,East,personal,2021-10-28,629,603,31244.38,9010.09,,7.31,8,0,0,38.7,,-26
6353,term,North,personal,2024-02-23,640,620,7003.01,5682.32,,6.19,13,0,0,10.4,,-20
6354,term,West,auto,2022-04-13,660,637,37544.28,13835.86,,10.68,13,0,0,33.1,,-23
6355,term,North,debt_consolidation,2022-09-17,637,583,16846.24,7262.9,,11.75,9,1,0,27.9,,-54
6356,revolving,North,debt_consolidation,2022-07-30,680,655,29427.22,10653.68,20700.89,9.22,6,0,0,29.5,0.515,-25
6357,revolving,West,home_improvement,2024-08-08,654,627,14710.59,13002.98,38224.04,9.62,12,0,0,4.9,0.34,-27
6358,term,South,auto,2024-04-05,672,622,14472.75,11819.77,,9.5,10,0,0,9.0,,-50
6359,revolving,East,debt_consolidation,2021-09-14,660,596,19968.17,1996.82,3067.42,14.44,5,0,0,40.2,0.651,-64
6360,term,South,auto,2023-06-13,666,640,16898.56,9930.22,,5.09,5,0,0,18.9,,-26
6361,revolving,South,personal,2022-11-19,587,554,4749.03,2973.36,4643.55,9.89,13,0,0,25.8,0.64,-33
6362,revolving,East,auto,2021-05-02,661,628,2747.98,274.8,531.04,8.23,13,0,0,44.7,0.517,-33
6363,term,West,auto,2023-04-20,672,634,13634.8,5850.88,,7.5,9,0,0,20.7,,-38
6364,term,South,debt_consolidation,2021-03-07,663,601,10420.45,1042.04,,12.33,8,0,1,46.5,,-62
6365,term,West,personal,2022-05-07,664,637,15847.36,1584.74,,10.31,7,0,0,32.3,,-27
6366,revolving,South,personal,2024-03-20,735,718,51206.51,45322.3,71802.58,8.53,3,0,0,9.6,0.631,-17
6367,term,West,home_improvement,2024-06-21,649,617,16144.38,14863.87,,11.55,7,0,0,6.5,,-32
6368,term,North,personal,2021-04-25,740,736,1000.0,100.0,,6.78,4,0,0,44.9,,-4
6369,term,North,auto,2021-12-07,800,770,22261.65,2226.16,,13.48,0,0,0,37.4,,-30
6370,term,North,debt_consolidation,2021-05-28,641,611,8214.75,1335.81,,9.91,12,0,0,43.8,,-30
6371,revolving,South,debt_consolidation,2024-04-25,702,684,7466.07,6094.76,13870.57,11.28,11,0,0,8.4,0.439,-18
6372,revolving,West,debt_consolidation,2021-04-12,694,680,7122.83,853.8,2526.84,6.91,6,0,0,45.3,0.338,-14
6373,term,West,debt_consolidation,2022-03-12,683,645,11389.2,3683.67,,7.37,11,0,0,34.2,,-38
6374,term,South,debt_consolidation,2024-04-13,582,544,51941.9,41748.69,,9.92,15,0,1,8.8,,-38
6375,term,West,personal,2023-12-09,733,720,17441.43,11880.26,,4.69,6,0,0,13.0,,-13
6376,term,North,auto,2023-06-17,657,623,17195.53,9444.45,,13.56,5,0,0,18.8,,-34
6377,term,East,debt_consolidation,2022-02-04,749,750,5493.88,549.39,,7.91,6,0,0,35.4,,1
6378,revolving,North,personal,2024-07-27,679,633,31093.8,26713.05,41211.27,11.46,10,0,0,5.3,0.648,-46
6379,term,East,home_improvement,2024-01-22,748,730,8777.13,7606.06,,11.14,1,0,1,11.5,,-18
6380,term,East,home_improvement,2024-07-15,710,689,45456.76,38411.36,,13.82,1,0,0,5.7,,-21
6381,revolving,South,debt_consolidation,2022-08-01,725,683,1329.49,670.17,1824.52,6.03,3,0,0,29.5,0.367,-42
6382,revolving,West,auto,2022-11-09,717,694,15080.85,5549.1,10960.86,9.97,4,0,0,26.1,0.506,-23
6383,term,North,home_improvement,2023-12-20,671,639,13716.02,9546.5,,11.1,8,0,0,12.6,,-32
6384,term,East,auto,2023-12-30,658,624,5287.66,4496.49,,5.26,5,0,0,12.3,,-34
6385,term,South,personal,2023-01-03,706,663,1506.07,433.56,,7.85,8,0,0,24.3,,-43
6386,term,West,home_improvement,2022-12-09,721,689,11847.94,6861.26,,9.59,9,0,0,25.1,,-32
6387,revolving,South,personal,2021-12-15,679,666,8876.71,887.67,2485.89,7.69,10,0,0,37.1,0.357,-13
6388,revolving,South,personal,2021-11-04,726,708,4912.17,1158.97,2409.83,3.0,5,1,0,38.5,0.481,-18
6389,term,North,auto,2021-03-03,635,563,4221.69,766.38,,3.84,11,0,0,46.7,,-72
6390,term,South,debt_consolidation,2023-02-07,695,669,19900.14,14553.09,,15.49,6,0,0,23.1,,-26
6391,term,South,auto,2021-06-12,748,737,17354.27,1735.43,,12.61,1,0,0,43.3,,-11
6392,term,West,home_improvement,2023-07-12,695,653,38313.57,27490.25,,10.93,4,0,0,18.0,,-42
6393,term,East,debt_consolidation,2021-09-14,673,625,23038.74,2605.67,,8.64,8,0,0,40.2,,-48
6394,revolving,East,debt_consolidation,2024-08-13,734,714,12862.13,11880.31,23132.74,7.02,1,0,0,4.7,0.514,-20
6395,term,East,personal,2023-07-10,774,759,7408.33,4937.38,,10.21,0,0,0,18.0,,-15
6396,revolving,East,personal,2021-05-31,715,669,15262.83,7643.89,20471.07,6.18,4,0,0,43.7,0.373,-46
6397,revolving,North,personal,2021-04-25,585,559,2959.8,1409.73,4182.64,12.03,19,0,0,44.9,0.337,-26
6398,revolving,South,home_improvement,2024-12-28,633,602,10857.87,10738.75,31888.0,10.66,13,0,1,0.1,0.337,-31
6399,revolving,East,debt_consolidation,2022-06-16,741,705,13249.32,6914.73,18370.55,9.27,5,0,0,31.0,0.376,-36
6400,term,West,personal,2024-07-14,651,618,7164.84,6330.07,,8.2,7,0,0,5.7,,-33
6401,revolving,North,personal,2022-09-09,685,668,7092.13,2375.0,6464.3,8.15,5,0,0,28.2,0.367,-17
6402,term,East,personal,2022-08-24,649,600,20738.21,7227.13,,9.98,11,0,0,28.7,,-49
6403,revolving,West,personal,2024-09-12,732,695,23902.57,22252.15,65433.13,5.41,1,0,0,3.7,0.34,-37
6404,revolving,West,debt_consolidation,2022-01-23,711,722,11602.55,6831.04,13569.35,16.13,6,0,0,35.8,0.503,11
6405,revolving,West,home_improvement,2021-07-04,641,620,13596.3,1530.74,4080.39,7.77,15,0,0,42.6,0.375,-21
6406,revolving,West,debt_consolidation,2023-06-21,731,709,19684.52,10709.43,27281.84,5.4,6,0,0,18.7,0.393,-22
6407,term,North,debt_consolidation,2022-04-27,734,682,26027.54,15598.92,,11.44,2,0,0,32.7,,-52
6408,revolving,South,home_improvement,2023-10-16,716,678,32617.18,25334.03,39518.39,7.62,4,0,0,14.8,0.641,-38
6409,term,South,debt_consolidation,2023-07-05,694,677,12221.96,7500.81,,7.56,11,0,0,18.2,,-17
6410,term,West,debt_consolidation,2021-03-03,850,803,14651.75,3573.07,,9.18,0,0,0,46.7,,-47
6411,revolving,East,personal,2024-02-25,595,576,18033.68,14084.99,38106.8,7.46,18,0,0,10.4,0.37,-19
6412,term,South,debt_consolidation,2021-02-03,662,611,4047.6,404.76,,7.36,8,0,0,47.6,,-51
6413,term,South,personal,2023-08-31,680,666,10772.43,8393.99,,8.56,11,0,0,16.3,,-14
6414,revolving,East,home_improvement,2024-02-16,756,760,2953.51,2211.1,4253.82,13.2,0,0,0,10.7,0.52,4
6415,term,East,home_improvement,2021-01-06,664,649,11531.55,1153.15,,8.42,6,0,0,48.5,,-15
6416,term,North,home_improvement,2022-08-08,748,719,5615.32,2783.23,,8.47,2,0,0,29.2,,-29
6417,term,North,auto,2024-01-23,646,622,20416.19,13417.68,,12.24,9,0,0,11.5,,-24
6418,revolving,North,debt_consolidation,2021-10-10,708,695,35078.81,9997.2,29616.43,3.08,4,0,0,39.3,0.338,-13
6419,revolving,West,home_improvement,2022-10-11,733,707,45436.62,28139.59,49631.97,10.89,1,0,0,27.1,0.567,-26
6420,term,West,home_improvement,2024-01-03,644,606,33085.38,21755.18,,11.03,14,0,1,12.1,,-38
6421,term,South,debt_consolidation,2023-06-18,727,719,16201.65,8972.58,,9.34,4,1,0,18.8,,-8
6422,revolving,North,debt_consolidation,2023-11-24,767,748,5096.52,3103.19,6940.92,7.96,2,0,0,13.5,0.447,-19
6423,term,West,home_improvement,2021-02-24,675,633,4338.94,1534.4,,9.13,10,0,0,46.9,,-42
6424,term,South,personal,2024-10-24,622,574,20342.09,19590.19,,8.11,15,0,0,2.3,,-48
6425,term,North,home_improvement,2022-07-14,663,639,13112.81,6190.44,,9.78,10,0,0,30.1,,-24
6426,revolving,South,debt_consolidation,2021-06-22,676,641,15469.83,7772.67,22576.84,8.3,7,0,0,43.0,0.344,-35
6427,term,West,personal,2022-03-27,739,728,24573.43,12116.2,,12.25,2,0,0,33.7,,-11
6428,revolving,North,personal,2021-06-29,627,597,3083.52,1702.89,4645.97,7.89,18,0,0,42.7,0.367,-30
6429,term,South,personal,2023-07-16,720,683,20715.47,16766.88,,8.44,6,0,0,17.8,,-37
6430,term,East,personal,2023-10-27,715,680,12294.91,8017.59,,11.32,6,0,0,14.4,,-35
6431,term,South,home_improvement,2024-04-09,710,666,18141.06,13962.34,,11.06,6,0,0,8.9,,-44
6432,term,East,auto,2023-01-07,754,742,30440.72,11273.52,,9.45,1,0,0,24.2,,-12
6433,revolving,East,debt_consolidation,2021-07-12,697,675,1751.0,728.04,1833.21,8.06,3,0,0,42.3,0.397,-22
6434,revolving,South,personal,2024-08-18,648,627,19004.29,18016.53,37050.3,8.42,10,0,0,4.5,0.486,-21
6435,term,South,debt_consolidation,2022-03-20,677,681,26502.13,14140.9,,17.45,9,0,0,33.9,,4
6436,term,East,home_improvement,2022-05-24,684,656,18600.16,6198.76,,11.94,8,0,1,31.8,,-28
6437,term,North,home_improvement,2024-04-20,651,621,30000.14,25337.92,,10.38,14,0,1,8.5,,-30
6438,term,East,debt_consolidation,2021-08-02,593,564,15050.42,4859.89,,8.8,16,0,0,41.6,,-29
6439,term,North,auto,2024-03-31,687,642,8184.06,7063.82,,13.53,7,0,0,9.2,,-45
6440,term,East,debt_consolidation,2022-03-13,695,652,23484.87,4018.86,,3.0,8,0,0,34.2,,-43
6441,term,East,auto,2023-08-19,677,645,3192.34,1738.44,,11.37,7,0,0,16.7,,-32
6442,term,West,personal,2022-07-03,683,632,2857.66,320.18,,9.47,9,0,0,30.4,,-51
6443,revolving,East,auto,2023-01-30,626,600,10336.55,3998.65,10750.16,9.76,9,0,0,23.4,0.372,-26
6444,revolving,South,auto,2023-03-02,536,498,18879.53,6866.59,12002.46,12.81,21,0,0,22.4,0.572,-38
6445,revolving,South,personal,2024-03-15,664,621,26769.42,21115.84,49996.23,13.79,7,0,0,9.7,0.422,-43
6446,revolving,West,home_improvement,2022-09-14,599,545,24976.44,4145.85,10404.55,9.03,12,0,0,28.0,0.398,-54
6447,term,West,auto,2022-10-07,701,653,14739.32,2764.1,,8.91,6,0,0,27.2,,-48
6448,term,South,auto,2023-02-27,615,596,2357.45,1265.41,,6.21,19,0,0,22.5,,-19
6449,term,West,home_improvement,2022-05-22,677,629,13291.5,3581.84,,8.69,7,0,0,31.8,,-48
6450,term,East,debt_consolidation,2021-12-05,662,627,10521.55,4472.0,,13.63,10,0,0,37.4,,-35
6451,term,East,auto,2021-07-02,635,593,10326.11,3270.35,,8.04,12,0,0,42.6,,-42
6452,revolving,South,personal,2022-12-07,740,721,19503.9,11723.62,34406.32,3.36,1,0,0,25.2,0.341,-19
6453,term,South,home_improvement,2024-07-07,611,592,18192.95,14968.6,,5.95,14,0,0,5.9,,-19
6454,revolving,South,auto,2022-06-23,538,490,10974.5,7544.86,20201.82,7.66,23,0,0,30.8,0.373,-48
6455,term,South,auto,2022-04-01,606,600,9354.74,2783.87,,6.77,8,0,0,33.5,,-6
6456,term,East,debt_consolidation,2022-11-05,771,753,22363.96,11262.31,,10.89,0,0,0,26.3,,-18
6457,term,North,debt_consolidation,2024-02-15,663,632,11898.55,10452.45,,10.37,3,0,0,10.7,,-31
6458,term,South,personal,2023-05-20,745,713,14512.2,7757.87,,12.12,6,0,0,19.7,,-32
6459,revolving,West,personal,2023-03-08,679,651,15895.25,9955.22,16610.78,8.09,9,0,0,22.2,0.599,-28
6460,term,East,home_improvement,2023-11-30,752,746,12005.49,9241.58,,9.79,2,0,0,13.3,,-6
6461,revolving,West,personal,2024-04-07,630,627,7456.29,6207.15,15393.52,6.08,18,1,0,9.0,0.403,-3
6462,revolving,North,auto,2023-02-18,697,675,19890.49,7442.2,13193.92,8.13,4,0,0,22.8,0.564,-22
6463,revolving,South,personal,2022-04-01,727,688,49516.62,4951.66,9337.69,9.09,10,0,0,33.5,0.53,-39
6464,revolving,East,debt_consolidation,2022-03-26,604,568,14458.39,1445.84,3285.33,9.3,14,0,1,33.7,0.44,-36
6465,term,West,auto,2022-10-08,618,544,18476.43,9900.3,,11.77,12,0,0,27.2,,-74
6466,revolving,West,home_improvement,2022-07-30,664,649,5330.63,2318.89,6313.32,10.22,12,0,0,29.5,0.367,-15
6467,term,West,personal,2023-07-14,708,689,3501.98,2682.6,,8.73,9,0,0,17.9,,-19
6468,term,West,personal,2023-11-04,632,606,16184.33,10958.19,,15.27,11,1,0,14.1,,-26
6469,term,South,auto,2022-11-22,748,711,13936.09,8647.48,,6.05,0,0,0,25.7,,-37
6470,term,East,auto,2023-03-26,737,689,3884.54,2028.15,,11.7,2,0,0,21.6,,-48
6471,term,West,home_improvement,2021-10-30,676,639,10155.4,1015.54,,9.02,12,0,0,38.6,,-37
6472,term,East,auto,2021-11-27,706,669,10271.19,4382.78,,10.47,8,0,0,37.7,,-37
6473,term,East,home_improvement,2023-05-19,723,693,31712.98,25180.52,,5.72,5,1,0,19.8,,-30
6474,term,North,debt_consolidation,2021-12-09,731,722,10350.91,2159.36,,5.65,3,0,0,37.3,,-9
6475,term,North,home_improvement,2022-09-17,710,693,9299.09,4977.6,,8.14,7,0,0,27.9,,-17
6476,term,West,home_improvement,2024-11-26,645,650,10491.04,10277.26,,8.88,13,0,0,1.2,,5
6477,term,South,auto,2021-03-15,581,528,28451.97,11593.68,,5.73,7,0,0,46.3,,-53
6478,term,South,auto,2022-01-14,689,667,8157.24,2223.93,,7.43,8,0,0,36.1,,-22
6479,term,South,auto,2023-02-01,754,735,16118.74,7509.48,,9.96,1,0,0,23.3,,-19
6480,term,West,personal,2021-02-16,759,755,4429.71,442.97,,7.09,1,0,0,47.2,,-4
6481,term,South,personal,2024-01-14,699,698,16134.54,11110.58,,13.85,4,0,0,11.8,,-1
6482,revolving,East,personal,2022-01-31,652,589,6607.05,2436.58,4963.48,7.24,15,0,0,35.5,0.491,-63
6483,term,East,home_improvement,2024-02-01,735,721,24699.44,20627.71,,8.78,6,0,0,11.2,,-14
6484,term,North,personal,2023-01-31,614,606,25659.33,13699.6,,8.25,17,0,0,23.4,,-8
6485,term,East,personal,2022-08-11,642,603,46189.34,29903.46,,5.23,6,0,0,29.1,,-39
6486,revolving,West,debt_consolidation,2022-10-05,594,564,2395.24,833.71,2320.93,8.86,13,0,0,27.3,0.359,-30
6487,term,South,personal,2021-06-02,739,720,9629.63,1693.63,,6.48,4,0,0,43.6,,-19
6488,term,West,personal,2023-11-14,581,517,13071.38,8144.97,,12.48,17,0,0,13.8,,-64
6489,term,East,home_improvement,2021-03-04,704,691,3941.47,2055.6,,9.34,6,0,0,46.6,,-13
6490,term,North,home_improvement,2023-07-31,819,826,1554.91,994.39,,8.53,0,0,0,17.3,,7
6491,revolving,East,auto,2021-06-10,704,700,46085.42,4608.54,8883.98,7.97,7,1,0,43.4,0.519,-4
6492,revolving,North,auto,2021-01-06,621,590,50708.14,8710.64,20893.04,12.3,12,0,0,48.5,0.417,-31
6493,revolving,West,home_improvement,2024-09-30,654,635,8769.22,8202.08,22123.39,9.21,14,0,0,3.1,0.371,-19
6494,term,West,home_improvement,2021-04-26,589,583,40445.33,4044.53,,5.76,9,0,0,44.9,,-6
6495,term,West,home_improvement,2024-05-05,626,591,21457.24,18762.33,,11.43,17,0,0,8.0,,-35
6496,term,West,auto,2022-09-12,637,589,26037.04,4895.9,,11.18,12,1,0,28.1,,-48
6497,term,West,personal,2021-04-24,630,601,36619.14,20004.35,,6.3,12,1,1,44.9,,-29
6498,term,North,personal,2023-01-21,688,652,5910.39,3170.89,,8.0,7,0,0,23.7,,-36
6499,term,East,home_improvement,2021-07-11,513,480,20528.29,3072.37,,15.35,30,0,0,42.3,,-33
6500,term,North,auto,2023-08-26,605,604,8663.62,6632.15,,9.92,12,0,0,16.5,,-1
6501,term,West,home_improvement,2024-09-03,714,706,23931.45,22946.15,,20.3,3,1,0,4.0,,-8
6502,revolving,East,auto,2022-08-14,805,797,5132.65,1451.52,3186.08,13.02,0,0,0,29.0,0.456,-8
6503,term,West,personal,2023-02-24,705,691,2365.51,1078.21,,16.52,5,0,0,22.6,,-14
6504,revolving,North,personal,2023-03-01,629,584,22645.82,10911.34,25198.57,6.82,14,0,0,22.4,0.433,-45
6505,term,West,debt_consolidation,2021-10-06,730,711,2285.17,228.52,,16.36,4,0,0,39.4,,-19
6506,term,East,home_improvement,2023-01-12,745,709,13371.71,6080.85,,5.32,1,0,0,24.0,,-36
6507,revolving,North,personal,2021-02-15,634,590,42425.53,4242.55,11144.56,8.45,6,0,0,47.2,0.381,-44
6508,term,South,home_improvement,2021-07-17,628,598,19792.98,1979.3,,6.84,12,0,0,42.1,,-30
6509,term,South,debt_consolidation,2023-07-05,776,732,11386.26,8970.76,,9.17,0,0,0,18.2,,-44
6510,term,East,auto,2022-04-26,615,553,19518.86,2443.22,,10.85,10,1,0,32.7,,-62
6511,term,North,home_improvement,2024-12-04,785,802,21766.12,21419.33,,8.72,0,0,0,0.9,,17
6512,term,North,debt_consolidation,2021-08-18,713,690,30011.14,3473.44,,9.91,6,0,0,41.1,,-23
6513,term,South,auto,2021-05-06,757,744,1000.0,437.86,,8.15,1,1,0,44.5,,-13
6514,term,South,home_improvement,2024-01-01,740,732,7888.88,6213.19,,10.66,2,0,0,12.2,,-8
6515,term,East,home_improvement,2023-04-04,742,724,11497.75,8691.95,,10.39,3,0,0,21.3,,-18
6516,term,North,auto,2023-01-02,611,589,11153.58,6123.14,,8.17,19,0,0,24.3,,-22
6517,revolving,North,personal,2024-08-07,723,705,8433.63,7775.32,22532.64,8.32,2,0,0,4.9,0.345,-18
6518,revolving,East,auto,2023-07-28,756,752,21414.63,10722.37,20245.93,5.34,1,0,0,17.4,0.53,-4
6519,revolving,North,home_improvement,2023-09-07,665,647,22042.86,16389.3,48639.51,9.44,9,0,1,16.1,0.337,-18
